step,action_pred,action_opt,reward,TP,FP,FN,TN
4390,0,0,0.09495119005441666,933,897,733,1532
4391,0,0,0.576117992401123,933,897,733,1533
4392,0,1,-0.5098556876182556,933,897,734,1533
4393,0,1,-0.6287566423416138,933,897,735,1533
4394,0,0,0.3794019818305969,933,897,735,1534
4395,0,1,-0.6878798604011536,933,897,736,1534
4396,1,1,0.39129120111465454,934,897,736,1534
4397,1,0,-0.3859305679798126,934,898,736,1534
4398,0,0,0.5441394448280334,934,898,736,1535
4399,1,0,-0.7272725701332092,934,899,736,1535
4400,1,1,0.3581879436969757,935,899,736,1535
4401,1,1,0.45986372232437134,936,899,736,1535
4402,1,0,-0.32609015703201294,936,900,736,1535
4403,1,1,0.4192653000354767,937,900,736,1535
4404,1,1,0.4156191349029541,938,900,736,1535
4405,0,0,0.5507092475891113,938,900,736,1536
4406,0,0,0.319245845079422,938,900,736,1537
4407,1,1,0.3182681202888489,939,900,736,1537
4408,0,0,0.44426628947257996,939,900,736,1538
4409,1,1,0.5074957013130188,940,900,736,1538
4410,0,0,0.43150901794433594,940,900,736,1539
4411,0,0,0.5152178406715393,940,900,736,1540
4412,1,1,0.7301296591758728,941,900,736,1540
4413,0,0,0.01725245825946331,941,900,736,1541
4414,1,1,0.5397303700447083,942,900,736,1541
4415,1,1,0.29906293749809265,943,900,736,1541
4416,0,1,-0.8271274566650391,943,900,737,1541
4417,0,0,0.4577135443687439,943,900,737,1542
4419,0,0,0.5307855010032654,943,900,737,1543
4420,0,1,-0.42107445001602173,943,900,738,1543
4421,0,0,0.3542691171169281,943,900,738,1544
4422,1,1,0.6718716025352478,944,900,738,1544
4423,0,0,0.5929679274559021,944,900,738,1545
4424,1,1,0.32126760482788086,945,900,738,1545
4425,0,1,-0.1889326274394989,945,900,739,1545
4426,1,1,0.7262510657310486,946,900,739,1545
4427,1,0,-0.2896062135696411,946,901,739,1545
4428,0,0,-0.012283599004149437,946,901,739,1546
4429,0,0,0.35349157452583313,946,901,739,1547
4430,0,0,0.5699692964553833,946,901,739,1548
4431,1,0,-0.2682289183139801,946,902,739,1548
4432,0,0,0.2998695373535156,946,902,739,1549
4433,1,1,0.6815306544303894,947,902,739,1549
4434,1,1,0.3166559934616089,948,902,739,1549
4435,0,0,-0.10843758285045624,948,902,739,1550
4436,1,1,0.32378914952278137,949,902,739,1550
4437,0,0,0.5193623304367065,949,902,739,1551
4438,0,0,0.18967142701148987,949,902,739,1552
4439,1,1,0.3149239718914032,950,902,739,1552
4440,0,0,0.3898552358150482,950,902,739,1553
4441,1,1,0.6588300466537476,951,902,739,1553
4442,0,0,0.45596152544021606,951,902,739,1554
4443,0,0,0.5408799648284912,951,902,739,1555
4444,1,1,0.6880726218223572,952,902,739,1555
4445,1,1,0.7282594442367554,953,902,739,1555
4446,1,0,-0.3462730050086975,953,903,739,1555
4447,1,1,0.2863701283931732,954,903,739,1555
4448,1,0,-0.28483977913856506,954,904,739,1555
4449,0,0,0.16709266602993011,954,904,739,1556
4450,0,0,0.1756720393896103,954,904,739,1557
4451,0,0,0.44715118408203125,954,904,739,1558
4452,1,1,0.7467761039733887,955,904,739,1558
4453,0,1,-0.8392714858055115,955,904,740,1558
4454,0,1,-0.17486412823200226,955,904,741,1558
4455,1,1,0.43454375863075256,956,904,741,1558
4457,0,1,-0.3688918650150299,956,904,742,1558
4458,1,1,0.6676722168922424,957,904,742,1558
4459,0,1,-0.41520941257476807,957,904,743,1558
4460,1,1,0.6589256525039673,958,904,743,1558
4461,0,0,0.45445680618286133,958,904,743,1559
4462,0,0,-0.058346815407276154,958,904,743,1560
4463,0,0,0.6827505230903625,958,904,743,1561
4464,1,0,-0.3349313735961914,958,905,743,1561
4465,1,1,0.7149509787559509,959,905,743,1561
4466,0,0,0.24126848578453064,959,905,743,1562
4467,0,0,0.5073779821395874,959,905,743,1563
4468,0,0,0.2225351780653,959,905,743,1564
4469,1,1,0.349553644657135,960,905,743,1564
4470,1,1,0.26116418838500977,961,905,743,1564
4471,0,0,0.22745712101459503,961,905,743,1565
4472,0,0,0.3271190822124481,961,905,743,1566
4475,0,1,-0.9229755997657776,961,905,744,1566
4476,0,0,0.18171651661396027,961,905,744,1567
4477,0,0,0.32092729210853577,961,905,744,1568
4478,1,1,0.3676961362361908,962,905,744,1568
4479,1,1,0.32811078429222107,963,905,744,1568
4480,0,0,0.4399450123310089,963,905,744,1569
4481,0,0,0.5523599982261658,963,905,744,1570
4482,0,0,0.5011822581291199,963,905,744,1571
4483,1,1,0.32731640338897705,964,905,744,1571
4484,0,0,0.008069576695561409,964,905,744,1572
4485,0,1,-0.45144227147102356,964,905,745,1572
4486,1,1,0.7763063907623291,965,905,745,1572
4487,1,1,0.30570298433303833,966,905,745,1572
4488,0,0,0.48680368065834045,966,905,745,1573
4489,1,1,0.2738914489746094,967,905,745,1573
4490,1,0,-0.04979129135608673,967,906,745,1573
4491,0,0,0.23494145274162292,967,906,745,1574
4492,0,0,0.573793888092041,967,906,745,1575
4493,0,0,0.07673635333776474,967,906,745,1576
4494,0,1,-0.7820852398872375,967,906,746,1576
4495,1,1,0.5292195081710815,968,906,746,1576
4496,0,1,-0.5943927764892578,968,906,747,1576
4497,1,1,0.7343757152557373,969,906,747,1576
4498,1,1,0.7225368618965149,970,906,747,1576
4499,0,0,0.46004676818847656,970,906,747,1577
4500,0,1,-0.7480152249336243,970,906,748,1577
4501,0,0,0.12063287198543549,970,906,748,1578
4502,1,1,0.3188350200653076,971,906,748,1578
4503,0,0,0.3566122353076935,971,906,748,1579
4504,0,0,0.038109876215457916,971,906,748,1580
4505,1,1,0.7491689920425415,972,906,748,1580
4506,0,0,0.2743350863456726,972,906,748,1581
4507,0,1,-0.21201452612876892,972,906,749,1581
4508,0,0,0.3888872563838959,972,906,749,1582
4509,1,1,0.3147193491458893,973,906,749,1582
4510,0,0,0.9241660833358765,973,906,749,1583
4511,1,1,0.36045560240745544,974,906,749,1583
4512,0,0,0.5275446176528931,974,906,749,1584
4514,1,1,0.35535645484924316,975,906,749,1584
4515,0,0,0.17688894271850586,975,906,749,1585
4516,0,1,-0.4108947813510895,975,906,750,1585
4518,1,1,0.7052181959152222,976,906,750,1585
4519,0,0,0.11585179716348648,976,906,750,1586
4520,1,1,0.40656062960624695,977,906,750,1586
4522,1,1,0.37602531909942627,978,906,750,1586
4523,1,1,0.26475584506988525,979,906,750,1586
4524,1,1,0.7231554388999939,980,906,750,1586
4528,0,0,-0.13556374609470367,980,906,750,1587
4529,0,0,0.26803135871887207,980,906,750,1588
4530,1,1,0.29735609889030457,981,906,750,1588
4531,1,1,0.4098890423774719,982,906,750,1588
4532,0,0,0.4090232849121094,982,906,750,1589
4533,1,1,0.7533846497535706,983,906,750,1589
4535,1,1,0.7773205637931824,984,906,750,1589
4536,1,1,0.7739505171775818,985,906,750,1589
4537,0,0,0.1446051001548767,985,906,750,1590
4538,1,1,0.7379580736160278,986,906,750,1590
4539,0,1,-0.2044915407896042,986,906,751,1590
4540,1,1,0.4139314889907837,987,906,751,1590
4542,0,0,0.023915516212582588,987,906,751,1591
4543,1,1,0.44992491602897644,988,906,751,1591
4544,1,1,0.7861872315406799,989,906,751,1591
4545,0,0,0.25577327609062195,989,906,751,1592
4547,0,1,-0.6183180212974548,989,906,752,1592
4548,0,1,-0.9569956660270691,989,906,753,1592
4549,1,1,0.7426807284355164,990,906,753,1592
4550,1,1,0.36983785033226013,991,906,753,1592
4552,0,0,0.26404860615730286,991,906,753,1593
4553,1,1,0.7662844657897949,992,906,753,1593
4555,0,0,0.9155278205871582,992,906,753,1594
4556,1,1,0.4440327286720276,993,906,753,1594
4557,0,0,0.32884177565574646,993,906,753,1595
4558,0,1,-0.4726409912109375,993,906,754,1595
4559,0,0,0.5350187420845032,993,906,754,1596
4560,0,1,-0.9484140872955322,993,906,755,1596
4561,0,0,0.2963399589061737,993,906,755,1597
4562,1,1,0.5290800333023071,994,906,755,1597
4563,1,1,0.3367197811603546,995,906,755,1597
4564,0,0,0.3347277343273163,995,906,755,1598
4565,1,1,0.39736831188201904,996,906,755,1598
4566,0,1,-0.9596733450889587,996,906,756,1598
4567,0,0,0.6048578023910522,996,906,756,1599
4568,0,0,-0.08539310842752457,996,906,756,1600
4569,1,1,0.7556244134902954,997,906,756,1600
4570,1,1,0.42891475558280945,998,906,756,1600
4571,0,1,-0.8607851266860962,998,906,757,1600
4572,0,1,-0.7450541853904724,998,906,758,1600
4573,1,1,0.44773411750793457,999,906,758,1600
4574,0,0,0.5969756245613098,999,906,758,1601
4575,1,1,0.39761093258857727,1000,906,758,1601
4576,0,1,-0.6536605358123779,1000,906,759,1601
4577,1,1,0.3770001232624054,1001,906,759,1601
4578,0,0,-0.11713558435440063,1001,906,759,1602
4579,1,1,0.3159383535385132,1002,906,759,1602
4580,1,1,0.34782397747039795,1003,906,759,1602
4582,1,1,0.6967121362686157,1004,906,759,1602
4583,0,0,0.17430244386196136,1004,906,759,1603
4584,0,0,-0.03987767547369003,1004,906,759,1604
4586,0,1,-0.4784008860588074,1004,906,760,1604
4587,0,0,0.28708416223526,1004,906,760,1605
4588,0,0,0.22288165986537933,1004,906,760,1606
4589,1,1,0.37571999430656433,1005,906,760,1606
4590,0,0,0.21152059733867645,1005,906,760,1607
4591,1,1,0.6024343371391296,1006,906,760,1607
4592,1,1,0.3921579122543335,1007,906,760,1607
4593,0,0,0.1837836354970932,1007,906,760,1608
4594,1,0,-0.799104630947113,1007,907,760,1608
4595,0,0,0.9270987510681152,1007,907,760,1609
4596,0,0,0.9264277815818787,1007,907,760,1610
4597,0,0,-0.047961264848709106,1007,907,760,1611
4598,1,1,0.7538110017776489,1008,907,760,1611
4599,1,1,0.8038017749786377,1009,907,760,1611
4600,1,1,0.39286816120147705,1010,907,760,1611
4601,0,0,0.4112280309200287,1010,907,760,1612
4602,1,1,0.3447874188423157,1011,907,760,1612
4603,0,0,0.28309619426727295,1011,907,760,1613
4604,1,0,-0.7758718729019165,1011,908,760,1613
4605,1,1,0.5476051568984985,1012,908,760,1613
4607,0,0,0.47146934270858765,1012,908,760,1614
4608,0,0,0.5051850080490112,1012,908,760,1615
4609,1,1,0.328181654214859,1013,908,760,1615
4610,0,1,-0.5717325210571289,1013,908,761,1615
4611,1,1,0.7761976718902588,1014,908,761,1615
4612,0,1,-0.6180025339126587,1014,908,762,1615
4613,0,1,-0.8889897465705872,1014,908,763,1615
4614,1,0,-0.3529896140098572,1014,909,763,1615
4615,1,1,0.38131996989250183,1015,909,763,1615
4616,0,0,0.6203919053077698,1015,909,763,1616
4617,1,1,0.7188016772270203,1016,909,763,1616
4618,1,1,0.8177942633628845,1017,909,763,1616
4619,0,0,0.25350674986839294,1017,909,763,1617
4620,0,0,-0.02720334194600582,1017,909,763,1618
4621,0,0,0.4577910900115967,1017,909,763,1619
4622,0,0,0.3647664189338684,1017,909,763,1620
4623,1,1,0.5504043102264404,1018,909,763,1620
4625,0,0,0.4126949608325958,1018,909,763,1621
4626,0,0,0.5981463193893433,1018,909,763,1622
4628,0,0,0.9253957867622375,1018,909,763,1623
4629,1,1,0.3137865662574768,1019,909,763,1623
4630,1,0,-0.15802231431007385,1019,910,763,1623
4631,0,0,0.26238662004470825,1019,910,763,1624
4632,1,1,0.7344032526016235,1020,910,763,1624
4633,1,1,0.552312970161438,1021,910,763,1624
4634,0,0,0.48409759998321533,1021,910,763,1625
4635,0,1,-0.5254957675933838,1021,910,764,1625
4636,0,1,-0.21980491280555725,1021,910,765,1625
4637,1,1,0.8160186409950256,1022,910,765,1625
4638,0,1,-0.13644008338451385,1022,910,766,1625
4639,1,1,0.15122905373573303,1023,910,766,1625
4640,1,1,0.3713216483592987,1024,910,766,1625
4641,0,1,-0.22135649621486664,1024,910,767,1625
4642,0,0,0.6048468351364136,1024,910,767,1626
4643,1,1,0.7698894739151001,1025,910,767,1626
4644,0,0,0.49866893887519836,1025,910,767,1627
4645,1,1,0.2965540885925293,1026,910,767,1627
4646,1,1,0.4277642071247101,1027,910,767,1627
4647,1,1,0.39593467116355896,1028,910,767,1627
4648,0,0,0.2916937470436096,1028,910,767,1628
4649,0,1,-0.8770197033882141,1028,910,768,1628
4650,0,0,0.08944859355688095,1028,910,768,1629
4651,1,1,0.8076491951942444,1029,910,768,1629
4652,1,1,0.8198241591453552,1030,910,768,1629
4653,0,0,0.5068497061729431,1030,910,768,1630
4654,1,1,0.3511774241924286,1031,910,768,1630
4655,1,1,0.5421247482299805,1032,910,768,1630
4658,0,1,-0.6285756230354309,1032,910,769,1630
4659,1,1,0.8084934949874878,1033,910,769,1630
4660,1,1,0.426424503326416,1034,910,769,1630
4661,1,1,0.47003334760665894,1035,910,769,1630
4662,1,1,0.7577918171882629,1036,910,769,1630
4663,0,0,0.22815746068954468,1036,910,769,1631
4664,1,1,0.35540980100631714,1037,910,769,1631
4665,1,1,0.46149471402168274,1038,910,769,1631
4666,1,1,0.4214511811733246,1039,910,769,1631
4667,1,0,-0.44577646255493164,1039,911,769,1631
4668,0,1,-0.17410385608673096,1039,911,770,1631
4669,1,1,0.48912692070007324,1040,911,770,1631
4670,1,1,0.3895713686943054,1041,911,770,1631
4672,1,1,0.3864481747150421,1042,911,770,1631
4673,0,0,0.16310948133468628,1042,911,770,1632
4674,0,1,-0.9727277755737305,1042,911,771,1632
4675,0,0,0.5690517425537109,1042,911,771,1633
4676,0,0,0.6622238755226135,1042,911,771,1634
4677,1,1,0.47659868001937866,1043,911,771,1634
4678,0,1,-0.5242208242416382,1043,911,772,1634
4679,0,0,0.9270875453948975,1043,911,772,1635
4680,1,1,0.3938266932964325,1044,911,772,1635
4681,0,0,0.47396865487098694,1044,911,772,1636
4682,1,1,0.39358049631118774,1045,911,772,1636
4683,0,0,-0.07520297914743423,1045,911,772,1637
4684,1,1,0.8204591870307922,1046,911,772,1637
4685,1,1,0.41495010256767273,1047,911,772,1637
4686,1,1,0.5568258762359619,1048,911,772,1637
4687,0,0,-0.022398699074983597,1048,911,772,1638
4688,1,1,0.442995548248291,1049,911,772,1638
4689,1,1,0.36015382409095764,1050,911,772,1638
4690,0,0,0.08477416634559631,1050,911,772,1639
4691,0,0,0.5127959847450256,1050,911,772,1640
4692,0,0,0.4696364104747772,1050,911,772,1641
4693,1,1,0.41386112570762634,1051,911,772,1641
4694,1,1,0.4200596809387207,1052,911,772,1641
4695,1,1,0.6142565608024597,1053,911,772,1641
4696,0,0,0.4857785403728485,1053,911,772,1642
4697,1,1,0.7651847004890442,1054,911,772,1642
4698,1,1,0.4826628565788269,1055,911,772,1642
4699,0,0,0.581527829170227,1055,911,772,1643
4700,0,0,0.1521105319261551,1055,911,772,1644
4701,1,1,0.8388330340385437,1056,911,772,1644
4702,1,1,0.5713134407997131,1057,911,772,1644
4704,0,0,-0.08421897143125534,1057,911,772,1645
4706,0,0,0.550300121307373,1057,911,772,1646
4707,0,0,0.3896717131137848,1057,911,772,1647
4708,0,1,-0.18106423318386078,1057,911,773,1647
4709,1,0,-0.5442534685134888,1057,912,773,1647
4710,0,1,-0.5716380476951599,1057,912,774,1647
4711,0,1,-0.511915385723114,1057,912,775,1647
4712,0,1,-0.5479610562324524,1057,912,776,1647
4713,0,1,-0.25295060873031616,1057,912,777,1647
4714,1,1,0.39535319805145264,1058,912,777,1647
4715,0,0,0.5010530352592468,1058,912,777,1648
4716,1,0,-0.461129367351532,1058,913,777,1648
4717,1,1,0.3557940721511841,1059,913,777,1648
4718,0,0,0.43461132049560547,1059,913,777,1649
4719,1,1,0.4077834188938141,1060,913,777,1649
4720,0,1,-0.15942227840423584,1060,913,778,1649
4721,1,1,0.3886207044124603,1061,913,778,1649
4723,0,0,0.4214031398296356,1061,913,778,1650
4724,0,0,0.36233294010162354,1061,913,778,1651
4725,1,1,0.4922044575214386,1062,913,778,1651
4726,0,1,-0.6151654124259949,1062,913,779,1651
4727,0,0,0.5724250078201294,1062,913,779,1652
4728,0,0,0.6298928260803223,1062,913,779,1653
4729,1,1,0.7924779653549194,1063,913,779,1653
4730,0,0,0.6629814505577087,1063,913,779,1654
4731,1,1,0.7821585536003113,1064,913,779,1654
4732,0,1,-0.6199065446853638,1064,913,780,1654
4733,1,1,0.4068000316619873,1065,913,780,1654
4735,0,0,0.08175767213106155,1065,913,780,1655
4736,0,0,-0.10014321655035019,1065,913,780,1656
4737,1,1,0.8002508282661438,1066,913,780,1656
4738,0,0,0.5777506232261658,1066,913,780,1657
4739,0,0,0.378996342420578,1066,913,780,1658
4740,1,1,0.5527518391609192,1067,913,780,1658
4741,1,1,0.36496201157569885,1068,913,780,1658
4742,0,0,0.5325738787651062,1068,913,780,1659
4743,0,0,0.34966424107551575,1068,913,780,1660
4744,1,1,0.3488321900367737,1069,913,780,1660
4746,0,0,0.5228177309036255,1069,913,780,1661
4747,1,1,0.3994225859642029,1070,913,780,1661
4748,0,0,0.23733331263065338,1070,913,780,1662
4749,0,1,-0.5512564182281494,1070,913,781,1662
4750,0,0,0.3507343530654907,1070,913,781,1663
4751,1,1,0.40731489658355713,1071,913,781,1663
4752,1,0,-0.4869283437728882,1071,914,781,1663
4753,0,0,0.5830250382423401,1071,914,781,1664
4754,1,1,0.49020862579345703,1072,914,781,1664
4755,1,1,0.48271527886390686,1073,914,781,1664
4756,1,1,0.48049652576446533,1074,914,781,1664
4757,1,1,0.36831530928611755,1075,914,781,1664
4758,1,1,0.49559512734413147,1076,914,781,1664
4759,0,0,0.9286538362503052,1076,914,781,1665
4760,1,1,0.4326951205730438,1077,914,781,1665
4761,0,0,0.5338056087493896,1077,914,781,1666
4762,0,0,0.2875926196575165,1077,914,781,1667
4764,1,0,-0.47403600811958313,1077,915,781,1667
4767,0,0,0.21689175069332123,1077,915,781,1668
4768,1,1,0.48151102662086487,1078,915,781,1668
4769,0,0,0.2646991014480591,1078,915,781,1669
4770,0,1,-0.5343441963195801,1078,915,782,1669
4771,0,0,0.35278862714767456,1078,915,782,1670
4772,0,0,0.571846604347229,1078,915,782,1671
4773,0,1,-0.33825474977493286,1078,915,783,1671
4774,1,1,0.6205784678459167,1079,915,783,1671
4775,1,1,0.41365721821784973,1080,915,783,1671
4776,0,0,0.86116623878479,1080,915,783,1672
4777,0,0,0.6383618712425232,1080,915,783,1673
4778,0,0,0.4729388952255249,1080,915,783,1674
4779,0,1,-0.7841230034828186,1080,915,784,1674
4780,1,1,0.7989072799682617,1081,915,784,1674
4781,1,1,0.4370289742946625,1082,915,784,1674
4782,0,0,0.6138519048690796,1082,915,784,1675
4783,1,0,-0.7138938903808594,1082,916,784,1675
4784,1,1,0.41058316826820374,1083,916,784,1675
4786,0,1,-0.6991323232650757,1083,916,785,1675
4787,1,1,0.5583987832069397,1084,916,785,1675
4788,0,0,0.12632061541080475,1084,916,785,1676
4789,0,0,0.5946565270423889,1084,916,785,1677
4790,0,0,0.4351823627948761,1084,916,785,1678
4791,1,1,0.45006585121154785,1085,916,785,1678
4792,0,1,-0.31434446573257446,1085,916,786,1678
4793,0,0,0.1511741578578949,1085,916,786,1679
4794,0,0,0.4259730875492096,1085,916,786,1680
4795,0,0,-0.08068830519914627,1085,916,786,1681
4796,0,0,0.5177705883979797,1085,916,786,1682
4797,1,1,0.42874836921691895,1086,916,786,1682
4798,0,0,-0.10487179458141327,1086,916,786,1683
4799,1,1,0.03785855695605278,1087,916,786,1683
4800,1,0,-0.5355302095413208,1087,917,786,1683
4802,0,1,-0.24344193935394287,1087,917,787,1683
4803,0,0,0.375392347574234,1087,917,787,1684
4804,1,1,0.36677318811416626,1088,917,787,1684
4805,0,0,0.5127794146537781,1088,917,787,1685
4806,0,1,-0.27493029832839966,1088,917,788,1685
4807,0,0,0.27064841985702515,1088,917,788,1686
4809,1,1,0.4792751371860504,1089,917,788,1686
4810,1,1,0.6222355961799622,1090,917,788,1686
4811,0,1,-0.9382497072219849,1090,917,789,1686
4812,0,0,0.15837806463241577,1090,917,789,1687
4813,0,0,-0.0350811704993248,1090,917,789,1688
4814,0,1,-0.14921069145202637,1090,917,790,1688
4815,1,1,0.3946154713630676,1091,917,790,1688
4817,1,1,0.4519746005535126,1092,917,790,1688
4818,1,1,0.620612382888794,1093,917,790,1688
4819,0,0,0.5586037039756775,1093,917,790,1689
4820,1,0,-0.7456073760986328,1093,918,790,1689
4821,1,1,0.38351520895957947,1094,918,790,1689
4822,0,0,0.2848130166530609,1094,918,790,1690
4823,1,1,0.5421344637870789,1095,918,790,1690
4824,1,1,0.7975963950157166,1096,918,790,1690
4825,0,0,0.2792995274066925,1096,918,790,1691
4826,0,1,-0.620904803276062,1096,918,791,1691
4827,0,0,0.5566630959510803,1096,918,791,1692
4828,1,1,0.4365118443965912,1097,918,791,1692
4829,0,0,0.9187414050102234,1097,918,791,1693
4830,0,0,-0.035567570477724075,1097,918,791,1694
4831,0,0,0.23645810782909393,1097,918,791,1695
4832,1,1,0.6422399878501892,1098,918,791,1695
4833,1,0,-0.01963234134018421,1098,919,791,1695
4834,0,1,-0.7930092811584473,1098,919,792,1695
4835,1,1,0.8157629370689392,1099,919,792,1695
4836,0,1,-0.6413281559944153,1099,919,793,1695
4837,1,1,0.5839283466339111,1100,919,793,1695
4838,0,0,0.2525020241737366,1100,919,793,1696
4839,1,1,0.8166475892066956,1101,919,793,1696
4840,0,1,-0.6015307903289795,1101,919,794,1696
4841,0,1,-0.646849513053894,1101,919,795,1696
4842,0,0,0.3722328543663025,1101,919,795,1697
4843,0,0,0.16187836229801178,1101,919,795,1698
4844,0,0,0.30908381938934326,1101,919,795,1699
4845,1,1,0.6368113160133362,1102,919,795,1699
4846,0,0,0.000693062087520957,1102,919,795,1700
4847,0,1,-0.22004537284374237,1102,919,796,1700
4849,0,1,-0.5824128985404968,1102,919,797,1700
4850,1,1,0.455727219581604,1103,919,797,1700
4851,1,1,0.6289889812469482,1104,919,797,1700
4852,1,1,0.6275037527084351,1105,919,797,1700
4853,1,1,0.6190499067306519,1106,919,797,1700
4854,1,1,0.6058963537216187,1107,919,797,1700
4855,0,0,0.3524973690509796,1107,919,797,1701
4856,1,1,0.8286983966827393,1108,919,797,1701
4857,0,1,-0.9457390904426575,1108,919,798,1701
4858,0,0,0.2114001363515854,1108,919,798,1702
4859,1,0,-0.8736459016799927,1108,920,798,1702
4860,0,1,-0.24417245388031006,1108,920,799,1702
4862,0,0,0.5362177491188049,1108,920,799,1703
4863,0,1,-0.29367196559906006,1108,920,800,1703
4864,1,0,-0.1564909815788269,1108,921,800,1703
4865,0,1,-0.5879328846931458,1108,921,801,1703
4866,0,0,0.09923584014177322,1108,921,801,1704
4867,0,1,-0.5943235158920288,1108,921,802,1704
4868,0,0,0.12533214688301086,1108,921,802,1705
4869,0,0,0.18545013666152954,1108,921,802,1706
4870,1,1,0.6678628325462341,1109,921,802,1706
4871,0,1,-0.2619727551937103,1109,921,803,1706
4872,0,0,0.5987401604652405,1109,921,803,1707
4873,0,0,0.18808048963546753,1109,921,803,1708
4874,0,0,0.6149718165397644,1109,921,803,1709
4875,0,1,-0.5607175230979919,1109,921,804,1709
4876,1,1,0.4618823826313019,1110,921,804,1709
4877,1,1,0.8344730734825134,1111,921,804,1709
4878,1,1,0.8349646925926208,1112,921,804,1709
4879,0,0,0.32707688212394714,1112,921,804,1710
4880,1,1,0.4245246946811676,1113,921,804,1710
4881,0,1,-0.7809656858444214,1113,921,805,1710
4882,0,1,-0.29870709776878357,1113,921,806,1710
4883,1,1,0.4547322988510132,1114,921,806,1710
4884,0,0,0.4013524353504181,1114,921,806,1711
4885,0,1,-0.5087481737136841,1114,921,807,1711
4886,1,0,-0.39744648337364197,1114,922,807,1711
4887,1,1,0.4858955144882202,1115,922,807,1711
4888,0,0,0.5165106654167175,1115,922,807,1712
4889,1,1,0.4809627830982208,1116,922,807,1712
4890,0,0,0.4119546413421631,1116,922,807,1713
4891,0,0,0.28586459159851074,1116,922,807,1714
4893,1,1,0.8092559576034546,1117,922,807,1714
4894,1,1,0.4955187439918518,1118,922,807,1714
4895,1,1,0.518287718296051,1119,922,807,1714
4896,1,1,0.612500011920929,1120,922,807,1714
4897,0,0,0.16205184161663055,1120,922,807,1715
4898,0,0,0.4448290467262268,1120,922,807,1716
4899,1,1,0.8275485634803772,1121,922,807,1716
4900,1,1,0.8415553569793701,1122,922,807,1716
4901,1,1,0.6565157175064087,1123,922,807,1716
4902,0,0,0.08689886331558228,1123,922,807,1717
4903,0,0,0.5617526173591614,1123,922,807,1718
4904,1,0,-0.6162826418876648,1123,923,807,1718
4905,0,0,0.10016006976366043,1123,923,807,1719
4906,1,1,0.4513486921787262,1124,923,807,1719
4907,0,1,-0.64124596118927,1124,923,808,1719
4908,1,1,0.6339112520217896,1125,923,808,1719
4909,1,1,0.8430293798446655,1126,923,808,1719
4911,1,1,0.5150716304779053,1127,923,808,1719
4912,0,1,-0.15494345128536224,1127,923,809,1719
4914,0,1,-0.3718559443950653,1127,923,810,1719
4915,1,1,0.8265097141265869,1128,923,810,1719
4916,0,1,-0.5791944265365601,1128,923,811,1719
4917,0,0,0.865287184715271,1128,923,811,1720
4918,0,0,-0.037918586283922195,1128,923,811,1721
4919,0,0,0.409826397895813,1128,923,811,1722
4920,0,0,0.14773625135421753,1128,923,811,1723
4921,1,1,0.4424756169319153,1129,923,811,1723
4923,1,1,0.4589018225669861,1130,923,811,1723
4924,0,1,-0.30731409788131714,1130,923,812,1723
4925,0,1,-0.8046960234642029,1130,923,813,1723
4926,1,1,0.43233662843704224,1131,923,813,1723
4927,0,0,0.3946896493434906,1131,923,813,1724
4928,1,1,0.36421439051628113,1132,923,813,1724
4929,0,0,0.21806377172470093,1132,923,813,1725
4930,0,1,-0.965065598487854,1132,923,814,1725
4931,0,1,-0.7835276126861572,1132,923,815,1725
4932,0,1,-0.9635024070739746,1132,923,816,1725
4933,0,1,-0.15306289494037628,1132,923,817,1725
4934,1,1,0.5404977798461914,1133,923,817,1725
4935,1,1,0.6331737041473389,1134,923,817,1725
4936,0,0,0.5434878468513489,1134,923,817,1726
4937,0,0,0.5582197308540344,1134,923,817,1727
4938,1,1,0.6337378025054932,1135,923,817,1727
4939,0,0,-0.09345955401659012,1135,923,817,1728
4940,1,1,0.508396327495575,1136,923,817,1728
4941,0,0,0.3972552716732025,1136,923,817,1729
4942,1,1,0.5244355201721191,1137,923,817,1729
4943,0,1,-0.5842635035514832,1137,923,818,1729
4944,1,1,0.4081888198852539,1138,923,818,1729
4945,0,0,0.10600893944501877,1138,923,818,1730
4946,1,1,0.5120016932487488,1139,923,818,1730
4947,0,0,0.17675580084323883,1139,923,818,1731
4948,0,0,0.22460049390792847,1139,923,818,1732
4949,0,0,0.6754971146583557,1139,923,818,1733
4950,0,0,0.544524610042572,1139,923,818,1734
4951,1,1,0.5400501489639282,1140,923,818,1734
4952,1,1,0.8359919190406799,1141,923,818,1734
4953,0,0,0.34284108877182007,1141,923,818,1735
4954,0,1,-0.7084659934043884,1141,923,819,1735
4955,0,0,0.39850467443466187,1141,923,819,1736
4956,0,0,0.382420152425766,1141,923,819,1737
4957,0,0,0.004794388543814421,1141,923,819,1738
4958,1,1,0.46042168140411377,1142,923,819,1738
4959,0,0,0.5007350444793701,1142,923,819,1739
4960,0,1,-0.6140400171279907,1142,923,820,1739
4961,1,1,0.6590439677238464,1143,923,820,1739
4962,1,1,0.4052177667617798,1144,923,820,1739
4963,0,1,-0.22171500325202942,1144,923,821,1739
4964,0,0,0.2988035976886749,1144,923,821,1740
4966,0,0,0.4102112650871277,1144,923,821,1741
4967,0,0,0.35696545243263245,1144,923,821,1742
4968,1,1,0.3960665762424469,1145,923,821,1742
4969,1,1,0.6665191054344177,1146,923,821,1742
4970,0,0,0.5877720713615417,1146,923,821,1743
4971,0,0,0.22931981086730957,1146,923,821,1744
