step,action_pred,action_opt,reward,TP,FP,FN,TN
2323,1,0,-0.7858985662460327,396,620,408,727
2324,0,0,0.1784914880990982,396,620,408,728
2325,0,0,0.38787561655044556,396,620,408,729
2326,0,0,0.34077903628349304,396,620,408,730
2327,1,0,-0.259406179189682,396,621,408,730
2328,0,0,0.3819078505039215,396,621,408,731
2329,0,0,0.37529316544532776,396,621,408,732
2330,1,0,-0.0830206349492073,396,622,408,732
2331,0,1,-0.6681744456291199,396,622,409,732
2332,1,0,-0.05558961629867554,396,623,409,732
2333,0,0,0.3837725520133972,396,623,409,733
2335,0,0,0.06427061557769775,396,623,409,734
2336,0,0,0.5438599586486816,396,623,409,735
2337,0,1,-0.9555618762969971,396,623,410,735
2338,1,1,0.622960090637207,397,623,410,735
2339,0,0,0.5151106119155884,397,623,410,736
2340,1,0,-0.5917035937309265,397,624,410,736
2341,1,0,-0.6665390133857727,397,625,410,736
2342,1,1,0.8281766772270203,398,625,410,736
2343,1,1,0.6096970438957214,399,625,410,736
2344,0,0,0.09100387990474701,399,625,410,737
2345,0,1,-0.9804767966270447,399,625,411,737
2346,0,0,0.3989546298980713,399,625,411,738
2347,1,0,-0.09344924986362457,399,626,411,738
2348,0,0,0.5231615304946899,399,626,411,739
2349,0,0,0.27023258805274963,399,626,411,740
2350,0,0,-0.10371924936771393,399,626,411,741
2351,0,1,-0.9866697788238525,399,626,412,741
2352,1,0,-0.12156274914741516,399,627,412,741
2353,1,1,0.8292068243026733,400,627,412,741
2354,1,0,-0.1478070318698883,400,628,412,741
2355,1,0,-0.15060651302337646,400,629,412,741
2356,1,0,-0.4914019703865051,400,630,412,741
2357,1,0,-0.26331743597984314,400,631,412,741
2358,1,1,0.05592538043856621,401,631,412,741
2359,0,0,0.6309554576873779,401,631,412,742
2360,0,1,-0.8700844049453735,401,631,413,742
2361,1,0,-0.6073129773139954,401,632,413,742
2362,0,0,0.3224315643310547,401,632,413,743
2363,0,0,0.20376670360565186,401,632,413,744
2364,1,0,-0.11918885260820389,401,633,413,744
2365,0,0,-0.06436866521835327,401,633,413,745
2366,1,0,-0.003848287044093013,401,634,413,745
2367,1,0,-0.14337287843227386,401,635,413,745
2368,0,1,-0.9829164147377014,401,635,414,745
2369,0,0,0.41582226753234863,401,635,414,746
2370,1,0,-0.5188608169555664,401,636,414,746
2371,0,0,0.15702325105667114,401,636,414,747
2372,0,1,-0.6846528649330139,401,636,415,747
2373,0,1,-0.8586759567260742,401,636,416,747
2375,1,0,-0.035703394562006,401,637,416,747
2376,1,0,-0.1469939947128296,401,638,416,747
2377,0,0,0.23842790722846985,401,638,416,748
2378,1,1,0.6031078696250916,402,638,416,748
2379,0,0,0.2566567063331604,402,638,416,749
2380,0,0,-0.0777759701013565,402,638,416,750
2381,0,0,0.35764777660369873,402,638,416,751
2382,0,1,-0.8661898970603943,402,638,417,751
2383,1,0,-1.038094162940979,402,639,417,751
2384,0,0,0.37768542766571045,402,639,417,752
2385,1,0,-0.1318029910326004,402,640,417,752
2386,1,1,0.7806033492088318,403,640,417,752
2387,0,0,0.4882257282733917,403,640,417,753
2388,1,0,-0.26216626167297363,403,641,417,753
2389,0,0,0.18094605207443237,403,641,417,754
2390,1,1,0.5569746494293213,404,641,417,754
2391,1,1,0.5761576890945435,405,641,417,754
2392,0,0,0.3783160448074341,405,641,417,755
2393,0,0,0.4064837098121643,405,641,417,756
2394,1,0,-0.42300528287887573,405,642,417,756
2395,0,0,0.38933855295181274,405,642,417,757
2396,0,0,0.3650748133659363,405,642,417,758
2397,0,0,0.6182771325111389,405,642,417,759
2398,1,1,0.09732169657945633,406,642,417,759
2399,0,0,0.4876112639904022,406,642,417,760
2400,0,0,0.3774489462375641,406,642,417,761
2401,1,0,-0.6431223750114441,406,643,417,761
2402,1,0,-0.6387330889701843,406,644,417,761
2403,1,1,0.5772207975387573,407,644,417,761
2404,1,0,-0.5651823282241821,407,645,417,761
2405,1,1,0.8263026475906372,408,645,417,761
2406,1,0,-0.031102368608117104,408,646,417,761
2407,0,1,-0.6646443009376526,408,646,418,761
2408,1,1,0.1193031445145607,409,646,418,761
2409,1,1,0.8354000449180603,410,646,418,761
2410,0,0,0.3673042953014374,410,646,418,762
2411,0,0,0.531788170337677,410,646,418,763
2412,0,1,-0.8769660592079163,410,646,419,763
2413,1,1,0.5680468678474426,411,646,419,763
2414,1,1,0.026727344840765,412,646,419,763
2415,0,0,-0.05072154477238655,412,646,419,764
2416,0,0,0.4626879394054413,412,646,419,765
2417,0,0,0.38969001173973083,412,646,419,766
2418,0,0,0.9059432744979858,412,646,419,767
2419,0,0,0.2009398639202118,412,646,419,768
2420,0,0,0.36507320404052734,412,646,419,769
2421,1,1,0.7194451689720154,413,646,419,769
2422,0,1,-0.6469031572341919,413,646,420,769
2423,1,0,-0.1278717815876007,413,647,420,769
2424,1,1,0.5927591323852539,414,647,420,769
2425,1,1,0.0004062708467245102,415,647,420,769
2426,1,0,-0.08109718561172485,415,648,420,769
2427,0,0,0.02262152172625065,415,648,420,770
2428,1,0,-0.021798256784677505,415,649,420,770
2429,1,0,-0.5693150758743286,415,650,420,770
2430,0,0,0.28113865852355957,415,650,420,771
2431,0,0,0.4022528827190399,415,650,420,772
2432,1,0,-0.05457126349210739,415,651,420,772
2433,0,0,0.9290316104888916,415,651,420,773
2434,1,0,-0.10682497173547745,415,652,420,773
2435,1,0,-0.4195139408111572,415,653,420,773
2436,1,0,-0.21517150104045868,415,654,420,773
2437,0,1,-0.661783754825592,415,654,421,773
2438,1,0,-0.2829299867153168,415,655,421,773
2439,0,0,0.11317797750234604,415,655,421,774
2440,1,1,0.8451482653617859,416,655,421,774
2441,0,0,0.1279912292957306,416,655,421,775
2443,1,0,-0.28721654415130615,416,656,421,775
2444,0,0,0.16424237191677094,416,656,421,776
2445,0,0,0.31966379284858704,416,656,421,777
2447,0,0,0.4046004116535187,416,656,421,778
2448,1,1,0.006852046120911837,417,656,421,778
2449,1,0,-0.033964160829782486,417,657,421,778
2450,0,0,0.3812063932418823,417,657,421,779
2451,0,0,0.44845274090766907,417,657,421,780
2452,1,1,0.7337201237678528,418,657,421,780
2453,0,0,0.42660242319107056,418,657,421,781
2454,1,0,-0.037176668643951416,418,658,421,781
2455,0,0,0.33732619881629944,418,658,421,782
2456,1,0,-0.6531387567520142,418,659,421,782
2458,1,1,0.8586356043815613,419,659,421,782
2459,0,0,0.36186978220939636,419,659,421,783
2460,1,0,-0.47826483845710754,419,660,421,783
2461,1,1,0.48090773820877075,420,660,421,783
2462,0,0,0.284930020570755,420,660,421,784
2463,1,1,0.6010971665382385,421,660,421,784
2464,0,1,-0.8666190505027771,421,660,422,784
2465,1,0,-0.4387302100658417,421,661,422,784
2466,1,0,-0.03371338173747063,421,662,422,784
2467,1,0,-0.41389691829681396,421,663,422,784
2469,1,1,0.4996926784515381,422,663,422,784
2470,1,0,-0.18024159967899323,422,664,422,784
2471,0,0,0.361003577709198,422,664,422,785
2472,1,1,0.8101447820663452,423,664,422,785
2474,1,0,-0.4251256585121155,423,665,422,785
2475,0,1,-0.9586049914360046,423,665,423,785
2476,0,1,-0.6784535646438599,423,665,424,785
2477,0,1,-1.030328631401062,423,665,425,785
2478,1,1,0.7281470894813538,424,665,425,785
2479,1,0,-0.3080205023288727,424,666,425,785
2480,1,1,0.8690620064735413,425,666,425,785
2481,1,0,-0.13765861093997955,425,667,425,785
2482,0,0,0.4617752730846405,425,667,425,786
2483,1,1,0.0008162244339473546,426,667,425,786
2485,1,0,-0.22568009793758392,426,668,425,786
2486,1,1,0.726908266544342,427,668,425,786
2487,1,0,-0.09060066938400269,427,669,425,786
2488,0,0,0.43845078349113464,427,669,425,787
2489,1,0,-0.6559001803398132,427,670,425,787
2490,1,1,0.4946393072605133,428,670,425,787
2491,1,0,-0.7588303685188293,428,671,425,787
2492,0,0,0.14759260416030884,428,671,425,788
2494,0,0,0.3271557688713074,428,671,425,789
2495,0,0,0.5912426114082336,428,671,425,790
2496,1,1,0.8136679530143738,429,671,425,790
2497,0,0,0.40721940994262695,429,671,425,791
2498,0,0,0.027237610891461372,429,671,425,792
2499,0,0,0.6292721629142761,429,671,425,793
2501,0,0,0.3133605420589447,429,671,425,794
2502,0,0,0.5039692521095276,429,671,425,795
2503,0,1,-0.7673035264015198,429,671,426,795
2504,0,0,0.5617417693138123,429,671,426,796
2505,1,0,-0.2939493954181671,429,672,426,796
2506,1,0,-0.3043369948863983,429,673,426,796
2507,1,0,-0.05663055554032326,429,674,426,796
2508,0,1,-0.26155325770378113,429,674,427,796
2509,0,0,0.32494860887527466,429,674,427,797
2510,1,1,0.5079572200775146,430,674,427,797
2511,0,0,0.3447636663913727,430,674,427,798
2512,0,1,-0.9042662978172302,430,674,428,798
2513,0,0,0.45479726791381836,430,674,428,799
2514,0,1,-0.8988287448883057,430,674,429,799
2515,0,0,0.24768804013729095,430,674,429,800
2516,0,1,-0.9197391867637634,430,674,430,800
2517,1,1,0.7561932802200317,431,674,430,800
2518,1,0,-0.44025272130966187,431,675,430,800
2519,0,0,0.45270103216171265,431,675,430,801
2521,0,1,-0.22607043385505676,431,675,431,801
2522,0,0,0.39342236518859863,431,675,431,802
2523,0,1,-0.6939662098884583,431,675,432,802
2524,1,0,-0.08193442970514297,431,676,432,802
2525,0,0,0.452494740486145,431,676,432,803
2526,1,1,0.5537621974945068,432,676,432,803
2527,1,1,0.8191527128219604,433,676,432,803
2528,0,1,-0.9071438908576965,433,676,433,803
2529,1,0,-0.017267443239688873,433,677,433,803
2530,0,0,0.21024300158023834,433,677,433,804
2531,0,1,-0.15180544555187225,433,677,434,804
2532,0,0,0.40020129084587097,433,677,434,805
2533,0,0,0.3670026957988739,433,677,434,806
2534,0,1,-0.9872037768363953,433,677,435,806
2535,1,0,-0.11411964893341064,433,678,435,806
2536,0,0,0.4034307599067688,433,678,435,807
2537,1,0,-0.131101593375206,433,679,435,807
2538,1,1,0.8285700678825378,434,679,435,807
2539,0,0,0.22687098383903503,434,679,435,808
2540,1,0,-0.05862455815076828,434,680,435,808
2541,1,1,0.821678638458252,435,680,435,808
2542,0,0,0.11761602759361267,435,680,435,809
2543,1,1,0.5460522174835205,436,680,435,809
2544,0,1,-0.9203324913978577,436,680,436,809
2545,0,0,0.3368995487689972,436,680,436,810
2546,0,1,-0.7129021286964417,436,680,437,810
2547,0,0,0.4014092981815338,436,680,437,811
2548,0,0,0.19330361485481262,436,680,437,812
2549,0,0,0.3890180289745331,436,680,437,813
2550,1,0,-0.10122581571340561,436,681,437,813
2551,0,0,0.24459220468997955,436,681,437,814
2552,1,1,0.7542024254798889,437,681,437,814
2553,0,0,0.46806102991104126,437,681,437,815
2554,0,0,-0.10983975976705551,437,681,437,816
2555,1,1,0.7559018135070801,438,681,437,816
2556,0,0,0.9294845461845398,438,681,437,817
2557,1,0,-0.2662683427333832,438,682,437,817
2558,1,1,0.8211209774017334,439,682,437,817
2559,1,0,-0.012900914996862411,439,683,437,817
2560,0,0,0.44103461503982544,439,683,437,818
2561,1,1,0.7501886487007141,440,683,437,818
2562,0,0,0.383513480424881,440,683,437,819
2563,0,0,0.3698710799217224,440,683,437,820
2564,1,1,0.7600472569465637,441,683,437,820
2565,0,1,-0.9129620790481567,441,683,438,820
2566,1,1,0.8298966884613037,442,683,438,820
2567,1,1,0.49910736083984375,443,683,438,820
2569,1,0,-0.2832169234752655,443,684,438,820
2570,0,0,0.5801030397415161,443,684,438,821
2571,0,0,0.34929078817367554,443,684,438,822
2572,0,0,0.35459139943122864,443,684,438,823
2573,1,1,0.7649669647216797,444,684,438,823
2574,1,0,-0.19961003959178925,444,685,438,823
2575,0,0,0.017458239570260048,444,685,438,824
2576,1,0,-0.06996627151966095,444,686,438,824
2577,0,0,0.9255406856536865,444,686,438,825
2578,0,0,-0.0721706822514534,444,686,438,826
2579,0,1,-0.1416378617286682,444,686,439,826
2580,0,0,0.3346744775772095,444,686,439,827
2581,0,1,-0.15149791538715363,444,686,440,827
2582,0,0,0.43752413988113403,444,686,440,828
2583,0,0,0.47916290163993835,444,686,440,829
2584,0,1,-0.7592434287071228,444,686,441,829
2586,1,1,0.49552831053733826,445,686,441,829
2587,0,0,0.41409116983413696,445,686,441,830
2588,1,1,0.7631696462631226,446,686,441,830
2589,0,0,0.4279513657093048,446,686,441,831
2590,0,1,-0.6972481608390808,446,686,442,831
2591,0,0,0.32913631200790405,446,686,442,832
2593,1,0,-0.0793769583106041,446,687,442,832
2594,1,0,-0.03643014654517174,446,688,442,832
2595,1,0,-0.17855331301689148,446,689,442,832
2597,1,0,-0.0005899921525269747,446,690,442,832
2598,1,1,0.6259608864784241,447,690,442,832
2599,1,0,-1.0428072214126587,447,691,442,832
2600,0,0,0.4627044200897217,447,691,442,833
2601,1,1,0.015068217180669308,448,691,442,833
2602,0,0,0.3620817959308624,448,691,442,834
2603,0,0,0.06148602440953255,448,691,442,835
2604,1,1,0.042495932430028915,449,691,442,835
2605,0,1,-0.7310505509376526,449,691,443,835
2606,1,1,0.6075652837753296,450,691,443,835
2607,0,0,0.3433094322681427,450,691,443,836
2608,0,0,0.12856313586235046,450,691,443,837
2609,1,0,-0.5225490927696228,450,692,443,837
2611,0,0,0.3843325674533844,450,692,443,838
2612,0,0,0.2556854486465454,450,692,443,839
2613,0,0,0.5130990743637085,450,692,443,840
2614,1,1,0.09614741802215576,451,692,443,840
2615,0,0,0.30293214321136475,451,692,443,841
2616,1,0,-0.5967084765434265,451,693,443,841
2617,0,0,0.4402822256088257,451,693,443,842
2618,1,1,0.6242396831512451,452,693,443,842
2619,1,1,0.6694985628128052,453,693,443,842
2620,0,0,0.36400580406188965,453,693,443,843
2621,0,0,0.5566912293434143,453,693,443,844
2622,1,1,0.6229000091552734,454,693,443,844
2623,0,1,-0.7582222819328308,454,693,444,844
2624,0,1,-0.12560302019119263,454,693,445,844
2625,0,0,0.4227067828178406,454,693,445,845
2626,0,0,0.4787045419216156,454,693,445,846
2627,1,0,-0.3978801667690277,454,694,445,846
2628,1,0,-0.6302412152290344,454,695,445,846
2629,0,0,0.33342909812927246,454,695,445,847
2630,0,1,-1.0069164037704468,454,695,446,847
2631,0,0,0.2988435626029968,454,695,446,848
2632,0,0,0.29653945565223694,454,695,446,849
2633,1,1,0.8474562764167786,455,695,446,849
2635,1,0,-0.6764878034591675,455,696,446,849
2636,0,0,0.5389949679374695,455,696,446,850
2637,1,0,-0.3978191018104553,455,697,446,850
2638,0,1,-0.8370786905288696,455,697,447,850
2639,1,1,0.683975875377655,456,697,447,850
2640,1,1,0.6401014924049377,457,697,447,850
2641,1,1,0.6840096116065979,458,697,447,850
2642,0,1,-1.019616961479187,458,697,448,850
2643,0,0,0.3034486472606659,458,697,448,851
2644,0,0,0.39584630727767944,458,697,448,852
2645,0,0,0.1661183387041092,458,697,448,853
2646,1,0,-0.5664260983467102,458,698,448,853
2647,0,1,-1.0226746797561646,458,698,449,853
2648,1,0,-0.6455288529396057,458,699,449,853
2649,0,1,-0.24367815256118774,458,699,450,853
2650,0,0,0.6785393357276917,458,699,450,854
2651,0,0,0.9243772625923157,458,699,450,855
2652,1,0,-0.24544966220855713,458,700,450,855
2653,1,0,-0.04425618797540665,458,701,450,855
2655,1,0,-0.0952553004026413,458,702,450,855
2656,0,0,0.8646023869514465,458,702,450,856
2657,0,0,0.3122398853302002,458,702,450,857
2658,1,1,0.8556106090545654,459,702,450,857
2659,0,0,0.4213387072086334,459,702,450,858
2661,1,0,-0.6572669148445129,459,703,450,858
2662,0,0,0.1971043199300766,459,703,450,859
2663,1,0,-0.45739951729774475,459,704,450,859
2664,0,0,0.5087695121765137,459,704,450,860
2665,1,0,-0.3470067083835602,459,705,450,860
2666,1,1,0.6750351786613464,460,705,450,860
2667,0,0,-0.10993516445159912,460,705,450,861
2668,0,1,-0.133657306432724,460,705,451,861
2669,1,1,0.7053514719009399,461,705,451,861
2671,1,1,0.6860806941986084,462,705,451,861
2672,0,0,0.6709703207015991,462,705,451,862
2673,0,0,0.2710246741771698,462,705,451,863
2674,1,0,-0.25042492151260376,462,706,451,863
2675,1,0,-0.020741233602166176,462,707,451,863
2677,1,1,0.540654182434082,463,707,451,863
2678,0,0,0.41761091351509094,463,707,451,864
2680,0,0,0.4353259205818176,463,707,451,865
2681,0,0,0.48308178782463074,463,707,451,866
2682,0,1,-0.8741018772125244,463,707,452,866
2683,1,0,-0.19385525584220886,463,708,452,866
2684,0,0,0.08158200234174728,463,708,452,867
2685,1,1,0.07311231642961502,464,708,452,867
2686,0,0,0.5006744861602783,464,708,452,868
2687,0,0,0.5509223341941833,464,708,452,869
2688,0,1,-0.8787888884544373,464,708,453,869
2689,0,0,0.921922504901886,464,708,453,870
2690,1,0,-0.037149958312511444,464,709,453,870
2691,1,1,0.7263779640197754,465,709,453,870
2692,0,1,-0.1582757979631424,465,709,454,870
2693,1,0,-0.1291731745004654,465,710,454,870
2694,0,1,-0.8442714810371399,465,710,455,870
2695,1,1,0.08117511123418808,466,710,455,870
2696,1,1,0.6850237250328064,467,710,455,870
2697,0,1,-0.8857510089874268,467,710,456,870
2698,1,0,-0.2838153541088104,467,711,456,870
2699,1,1,0.7031066417694092,468,711,456,870
2700,1,0,-0.05213271826505661,468,712,456,870
2701,0,1,-0.27030593156814575,468,712,457,870
2702,0,0,0.6087977886199951,468,712,457,871
2703,0,0,0.35329246520996094,468,712,457,872
2704,1,1,0.03467515856027603,469,712,457,872
2705,0,0,-0.013574229553341866,469,712,457,873
2706,0,1,-0.8534090518951416,469,712,458,873
2707,0,0,0.4807755649089813,469,712,458,874
2708,0,1,-0.8406202793121338,469,712,459,874
2709,0,1,-0.851247251033783,469,712,460,874
2710,0,1,-0.8379268646240234,469,712,461,874
2711,1,0,-0.14702412486076355,469,713,461,874
2713,0,0,0.5656344890594482,469,713,461,875
2714,0,0,0.535149335861206,469,713,461,876
2715,0,0,0.4888264834880829,469,713,461,877
2716,0,0,0.22375766932964325,469,713,461,878
2717,1,0,-0.19416968524456024,469,714,461,878
2718,0,1,-0.8961265087127686,469,714,462,878
2719,1,1,0.7267645597457886,470,714,462,878
2721,0,1,-0.14490222930908203,470,714,463,878
2722,1,1,0.5767911672592163,471,714,463,878
2723,0,1,-0.860776960849762,471,714,464,878
2724,0,0,0.4518968462944031,471,714,464,879
2726,0,1,-0.7786789536476135,471,714,465,879
2727,0,0,0.14886072278022766,471,714,465,880
2728,0,0,0.3054240643978119,471,714,465,881
2729,0,0,0.3782183527946472,471,714,465,882
2730,1,1,0.5533630847930908,472,714,465,882
2731,1,1,0.12218859791755676,473,714,465,882
2732,1,1,0.5729475021362305,474,714,465,882
2733,0,0,0.45197927951812744,474,714,465,883
2734,1,1,0.7117536664009094,475,714,465,883
2735,0,0,0.3212723135948181,475,714,465,884
2736,1,1,0.7371034622192383,476,714,465,884
2737,1,1,0.03793965280056,477,714,465,884
2738,0,0,0.3842126429080963,477,714,465,885
2739,0,0,-0.09232144802808762,477,714,465,886
2740,0,0,0.37322646379470825,477,714,465,887
2741,1,0,-0.045118946582078934,477,715,465,887
2742,0,0,0.4280555248260498,477,715,465,888
2743,1,1,0.7640870213508606,478,715,465,888
2745,1,1,0.5403209328651428,479,715,465,888
2746,0,0,0.37670499086380005,479,715,465,889
2748,1,1,0.7439845204353333,480,715,465,889
2749,0,1,-0.9003030061721802,480,715,466,889
2750,1,1,0.7233551740646362,481,715,466,889
2751,0,0,-0.11492198705673218,481,715,466,890
2752,1,1,0.07469885796308517,482,715,466,890
2753,0,0,0.4813709557056427,482,715,466,891
2755,0,1,-0.21285881102085114,482,715,467,891
2756,1,0,-0.15518099069595337,482,716,467,891
2757,0,0,0.5229073166847229,482,716,467,892
2758,0,0,0.3180147409439087,482,716,467,893
2760,0,1,-0.7497099041938782,482,716,468,893
2761,0,0,0.5380092859268188,482,716,468,894
2762,1,0,-0.2333124727010727,482,717,468,894
2763,0,0,0.10556493699550629,482,717,468,895
2764,1,1,0.6877002716064453,483,717,468,895
2765,0,0,0.8655341267585754,483,717,468,896
2766,1,0,-1.0366168022155762,483,718,468,896
2767,1,1,0.7024649977684021,484,718,468,896
2768,1,0,-0.6775720715522766,484,719,468,896
2769,0,0,0.18924184143543243,484,719,468,897
2770,0,0,0.5346463322639465,484,719,468,898
2771,0,0,0.46379730105400085,484,719,468,899
2772,1,1,0.5692535638809204,485,719,468,899
2773,0,0,0.4612455666065216,485,719,468,900
2774,1,1,0.21215277910232544,486,719,468,900
2775,0,1,-0.8408388495445251,486,719,469,900
2776,1,1,0.6098813414573669,487,719,469,900
2778,0,0,0.06660037487745285,487,719,469,901
2779,1,0,-0.6727966666221619,487,720,469,901
2780,1,1,0.08921626210212708,488,720,469,901
2781,1,0,-0.5463418960571289,488,721,469,901
2782,1,1,0.12218798696994781,489,721,469,901
2783,1,1,0.09889766573905945,490,721,469,901
2784,1,1,0.12651099264621735,491,721,469,901
2786,0,0,0.4445706903934479,491,721,469,902
2788,1,1,0.5772427320480347,492,721,469,902
2789,0,1,-0.258457750082016,492,721,470,902
2790,0,0,0.13165341317653656,492,721,470,903
2791,1,0,-0.22196818888187408,492,722,470,903
2792,0,0,0.1026562973856926,492,722,470,904
2793,1,0,-1.0227617025375366,492,723,470,904
2794,0,1,-0.7575616836547852,492,723,471,904
2795,0,1,-0.886197030544281,492,723,472,904
2796,1,1,0.5624022483825684,493,723,472,904
2797,0,1,-0.16320835053920746,493,723,473,904
2798,0,0,0.2708341181278229,493,723,473,905
2799,0,0,0.3716462254524231,493,723,473,906
2800,1,1,0.5720920562744141,494,723,473,906
2801,1,1,0.22723570466041565,495,723,473,906
2802,1,1,0.5577759146690369,496,723,473,906
2803,1,1,0.5967925786972046,497,723,473,906
2804,1,1,0.16450892388820648,498,723,473,906
2805,0,0,0.23113718628883362,498,723,473,907
2806,0,0,0.2653391659259796,498,723,473,908
2807,0,0,0.4010246694087982,498,723,473,909
2808,1,1,0.6396402716636658,499,723,473,909
2809,0,0,0.15443672239780426,499,723,473,910
2810,0,1,-0.2106701284646988,499,723,474,910
2811,0,1,-0.8879227638244629,499,723,475,910
2812,1,0,-0.20770461857318878,499,724,475,910
2813,0,1,-0.2569822072982788,499,724,476,910
2814,0,0,0.5028803944587708,499,724,476,911
2815,1,0,-0.29215866327285767,499,725,476,911
2816,1,1,0.6271405816078186,500,725,476,911
2817,0,0,0.343612402677536,500,725,476,912
2818,1,0,-0.188869908452034,500,726,476,912
2819,0,1,-0.889310359954834,500,726,477,912
2820,1,1,0.5697765350341797,501,726,477,912
2821,1,0,-0.1088637188076973,501,727,477,912
2822,0,1,-0.24842721223831177,501,727,478,912
2823,0,1,-0.3352189064025879,501,727,479,912
2824,0,0,0.22771379351615906,501,727,479,913
2825,1,1,0.7673559784889221,502,727,479,913
2826,1,1,0.039538078010082245,503,727,479,913
2827,0,0,0.19860665500164032,503,727,479,914
2828,0,0,0.31232932209968567,503,727,479,915
2829,1,1,0.7215272188186646,504,727,479,915
2830,0,0,0.36256831884384155,504,727,479,916
2831,1,0,-0.19783726334571838,504,728,479,916
2832,0,0,0.588948667049408,504,728,479,917
2833,0,0,0.40193286538124084,504,728,479,918
2834,0,0,0.1517963707447052,504,728,479,919
2835,0,1,-0.8666478395462036,504,728,480,919
2836,0,0,0.37662118673324585,504,728,480,920
2837,0,1,-0.8996578454971313,504,728,481,920
2838,0,1,-0.9317330121994019,504,728,482,920
2839,0,0,0.2677169144153595,504,728,482,921
2840,0,1,-0.9462932348251343,504,728,483,921
2841,1,1,0.6731382608413696,505,728,483,921
2842,0,0,0.47287988662719727,505,728,483,922
2843,1,0,-0.5410456657409668,505,729,483,922
2844,0,1,-0.7912057042121887,505,729,484,922
2845,1,0,-0.15905235707759857,505,730,484,922
2846,1,1,0.17616398632526398,506,730,484,922
2847,0,1,-0.8902853727340698,506,730,485,922
2848,0,0,0.31903883814811707,506,730,485,923
2849,1,0,-0.4176151156425476,506,731,485,923
2850,1,1,0.6792647242546082,507,731,485,923
2851,1,1,0.7741110324859619,508,731,485,923
2852,0,0,0.13000552356243134,508,731,485,924
2853,1,1,0.7836957573890686,509,731,485,924
2854,0,0,0.11483000963926315,509,731,485,925
2855,0,1,-0.9311120510101318,509,731,486,925
2856,0,0,0.06227908656001091,509,731,486,926
2857,0,0,0.32257723808288574,509,731,486,927
2858,1,1,0.03656495735049248,510,731,486,927
2860,0,1,-0.8219083547592163,510,731,487,927
2861,0,1,-0.9426314234733582,510,731,488,927
2862,0,0,-0.08261572569608688,510,731,488,928
2863,1,0,-0.6152312755584717,510,732,488,928
2864,0,1,-0.130992591381073,510,732,489,928
2865,1,1,0.7942813038825989,511,732,489,928
2866,1,1,0.10355047881603241,512,732,489,928
2867,0,1,-0.8164870738983154,512,732,490,928
2868,0,0,-0.06406532973051071,512,732,490,929
2869,0,0,0.38850516080856323,512,732,490,930
2870,0,0,0.46948450803756714,512,732,490,931
2871,1,0,-0.41240018606185913,512,733,490,931
2872,0,0,0.9302584528923035,512,733,490,932
2873,0,0,0.3276256322860718,512,733,490,933
2874,0,0,0.33727705478668213,512,733,490,934
2875,1,1,0.7816457152366638,513,733,490,934
2876,0,0,0.24383212625980377,513,733,490,935
2877,0,1,-0.9439789056777954,513,733,491,935
2878,0,0,0.6149106621742249,513,733,491,936
2879,0,0,0.2066681832075119,513,733,491,937
2880,0,1,-0.9452114105224609,513,733,492,937
2881,0,0,-0.12190599739551544,513,733,492,938
2882,1,1,0.018162790685892105,514,733,492,938
2883,0,1,-0.2093709409236908,514,733,493,938
2884,0,0,0.43067315220832825,514,733,493,939
2885,0,0,0.31262698769569397,514,733,493,940
2886,1,1,0.7546296715736389,515,733,493,940
2887,0,0,0.4991433024406433,515,733,493,941
2888,0,0,0.5008381009101868,515,733,493,942
2890,0,0,0.26366671919822693,515,733,493,943
2891,0,0,0.40478503704071045,515,733,493,944
2892,1,1,0.7682713866233826,516,733,493,944
2893,1,0,-0.6290226578712463,516,734,493,944
2894,0,1,-0.3421420454978943,516,734,494,944
2895,0,0,0.21853360533714294,516,734,494,945
2896,1,0,-0.3368372619152069,516,735,494,945
2897,1,1,0.7755815982818604,517,735,494,945
2898,0,0,0.3600194752216339,517,735,494,946
2899,1,1,0.7719117403030396,518,735,494,946
2900,0,0,0.3069252371788025,518,735,494,947
2901,1,0,-1.0116868019104004,518,736,494,947
2902,0,1,-0.8671317100524902,518,736,495,947
2903,0,0,0.30640193819999695,518,736,495,948
2904,0,0,0.223135307431221,518,736,495,949
2905,1,0,-0.08859199285507202,518,737,495,949
2906,0,0,0.3468094766139984,518,737,495,950
2908,0,0,0.24654234945774078,518,737,495,951
2909,0,0,0.9223588705062866,518,737,495,952
2910,1,1,0.036353159695863724,519,737,495,952
2911,0,0,0.40494030714035034,519,737,495,953
2912,0,0,0.26810222864151,519,737,495,954
2913,0,0,0.38797527551651,519,737,495,955
2914,0,0,0.49556484818458557,519,737,495,956
2915,0,1,-0.9771183729171753,519,737,496,956
2916,0,0,0.27229487895965576,519,737,496,957
2917,0,0,0.23783041536808014,519,737,496,958
2918,1,0,-0.18137921392917633,519,738,496,958
2919,1,1,0.17948853969573975,520,738,496,958
2920,1,1,0.6139077544212341,521,738,496,958
2921,0,1,-0.1547386348247528,521,738,497,958
2922,0,1,-0.4068504273891449,521,738,498,958
2923,0,1,-0.8474105000495911,521,738,499,958
2924,1,0,-0.5953844785690308,521,739,499,958
2925,0,1,-0.9688074588775635,521,739,500,958
2926,1,0,-0.6250219941139221,521,740,500,958
2927,0,1,-0.28837043046951294,521,740,501,958
2928,1,1,0.5872540473937988,522,740,501,958
2929,0,0,0.4286666512489319,522,740,501,959
2930,0,0,0.44526007771492004,522,740,501,960
2931,0,0,0.372161328792572,522,740,501,961
