origin_id,origin_name,destination_id,destination_name,number_of_departures,first_departure,last_departure,average_interval_minutes
StopPoint:OCETrain TER-87582635,La Hume,StopPoint:OCETrain TER-87748350,Talence-Médoquine,256,05:07:00,22:22:00,4.06
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87581595,Cenon,196,05:33:00,21:08:00,4.79
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87581751,Pessac,256,05:00:00,22:15:00,4.06
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87581793,Pessac-Alouette,256,05:00:00,22:15:00,4.06
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87581850,Bassens,70,05:33:00,21:08:00,13.55
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87582403,Gazinet - Cestas,256,05:00:00,22:15:00,4.06
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87582445,Marcheprime,256,05:00:00,22:15:00,4.06
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87582478,Biganos Facture,256,05:00:00,22:15:00,4.06
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87582601,Le Teich,256,05:00:00,22:15:00,4.06
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87582619,Gujan-Mestras,256,05:00:00,22:15:00,4.06
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87582635,La Hume,256,05:00:00,22:15:00,4.06
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87584052,Libourne,196,05:33:00,21:08:00,4.79
StopPoint:OCETrain TER-87582668,Arcachon,StopPoint:OCETrain TER-87748350,Talence-Médoquine,256,05:00:00,22:15:00,4.06
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87581801,Bègles,27,06:05:00,21:13:00,34.92
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87581835,Villenave-d'Ornon,15,06:05:00,21:13:00,64.86
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,33,07:23:00,22:06:00,27.59
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87582700,Beautiran,33,07:23:00,22:06:00,27.59
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87582718,Portets,33,07:23:00,22:06:00,27.59
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87582726,Arbanats,27,07:23:00,22:06:00,33.96
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87582734,Podensac,33,07:23:00,22:06:00,27.59
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87582742,Cérons,33,07:23:00,22:06:00,27.59
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87582767,Preignac,7,11:54:00,18:54:00,70.0
StopPoint:OCETrain TER-87582684,Cadaujac,StopPoint:OCETrain TER-87582775,Langon,33,07:23:00,22:06:00,27.59
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87581801,Bègles,32,05:55:00,21:04:00,29.32
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87581835,Villenave-d'Ornon,18,05:55:00,21:04:00,53.47
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87582684,Cadaujac,27,05:55:00,21:04:00,34.96
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87582700,Beautiran,34,06:55:00,22:17:00,27.94
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87582718,Portets,34,06:55:00,22:17:00,27.94
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87582726,Arbanats,28,06:55:00,22:17:00,34.15
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87582734,Podensac,34,06:55:00,22:17:00,27.94
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87582742,Cérons,34,06:55:00,22:17:00,27.94
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87582767,Preignac,7,12:05:00,19:05:00,70.0
StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,StopPoint:OCETrain TER-87582775,Langon,34,06:55:00,22:17:00,27.94
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87581801,Bègles,32,05:50:00,21:00:00,29.35
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87581835,Villenave-d'Ornon,18,05:50:00,21:00:00,53.53
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87582684,Cadaujac,27,05:50:00,21:00:00,35.0
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,32,05:50:00,21:00:00,29.35
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87582718,Portets,34,07:00:00,22:22:00,27.94
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87582726,Arbanats,28,07:00:00,22:22:00,34.15
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87582734,Podensac,34,07:00:00,22:22:00,27.94
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87582742,Cérons,54,06:40:00,22:22:00,17.77
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87582767,Preignac,7,12:10:00,19:10:00,70.0
StopPoint:OCETrain TER-87582700,Beautiran,StopPoint:OCETrain TER-87582775,Langon,54,06:40:00,22:22:00,17.77
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87581801,Bègles,32,05:47:00,20:57:00,29.35
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87581835,Villenave-d'Ornon,18,05:47:00,20:57:00,53.53
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87582684,Cadaujac,27,05:47:00,20:57:00,35.0
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,32,05:47:00,20:57:00,29.35
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87582700,Beautiran,32,05:47:00,20:57:00,29.35
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87582726,Arbanats,28,07:02:00,22:25:00,34.19
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87582734,Podensac,34,07:02:00,22:25:00,27.97
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87582742,Cérons,34,07:02:00,22:25:00,27.97
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87582767,Preignac,7,12:13:00,19:13:00,70.0
StopPoint:OCETrain TER-87582718,Portets,StopPoint:OCETrain TER-87582775,Langon,34,07:02:00,22:25:00,27.97
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87581801,Bègles,22,06:19:00,20:53:00,41.62
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87581835,Villenave-d'Ornon,10,06:19:00,20:53:00,97.11
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87582684,Cadaujac,20,06:19:00,20:53:00,46.0
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,22,06:19:00,20:53:00,41.62
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87582700,Beautiran,22,06:19:00,20:53:00,41.62
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87582718,Portets,22,06:19:00,20:53:00,41.62
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87582734,Podensac,28,07:05:00,22:29:00,34.22
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87582742,Cérons,28,07:05:00,22:29:00,34.22
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87582767,Preignac,1,19:17:00,19:17:00,0.0
StopPoint:OCETrain TER-87582726,Arbanats,StopPoint:OCETrain TER-87582775,Langon,28,07:05:00,22:29:00,34.22
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87581801,Bègles,32,05:41:00,20:50:00,29.32
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87581835,Villenave-d'Ornon,18,05:41:00,20:50:00,53.47
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87582684,Cadaujac,27,05:41:00,20:50:00,34.96
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,32,05:41:00,20:50:00,29.32
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87582700,Beautiran,32,05:41:00,20:50:00,29.32
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87582718,Portets,32,05:41:00,20:50:00,29.32
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87582726,Arbanats,22,06:15:00,20:50:00,41.67
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87582742,Cérons,34,07:09:00,22:33:00,28.0
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87582767,Preignac,7,12:19:00,19:21:00,70.33
StopPoint:OCETrain TER-87582734,Podensac,StopPoint:OCETrain TER-87582775,Langon,34,07:09:00,22:33:00,28.0
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87581801,Bègles,32,05:38:00,20:47:00,29.32
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87581835,Villenave-d'Ornon,18,05:38:00,20:47:00,53.47
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87582684,Cadaujac,27,05:38:00,20:47:00,34.96
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,32,05:38:00,20:47:00,29.32
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87582700,Beautiran,52,05:38:00,21:54:00,19.14
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87582718,Portets,32,05:38:00,20:47:00,29.32
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87582726,Arbanats,22,06:12:00,20:47:00,41.67
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87582734,Podensac,32,05:38:00,20:47:00,29.32
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87582767,Preignac,7,12:22:00,19:24:00,70.33
StopPoint:OCETrain TER-87582742,Cérons,StopPoint:OCETrain TER-87582775,Langon,54,06:47:00,22:36:00,17.91
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87581801,Bègles,8,05:33:00,18:46:00,113.29
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87581835,Villenave-d'Ornon,7,05:33:00,18:46:00,132.17
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87582684,Cadaujac,8,05:33:00,18:46:00,113.29
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,8,05:33:00,18:46:00,113.29
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87582700,Beautiran,8,05:33:00,18:46:00,113.29
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87582718,Portets,8,05:33:00,18:46:00,113.29
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87582726,Arbanats,1,06:38:00,06:38:00,0.0
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87582734,Podensac,8,05:33:00,18:46:00,113.29
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87582742,Cérons,8,05:33:00,18:46:00,113.29
StopPoint:OCETrain TER-87582767,Preignac,StopPoint:OCETrain TER-87582775,Langon,7,12:27:00,19:29:00,70.33
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87581801,Bègles,32,05:28:00,20:39:00,29.39
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87581835,Villenave-d'Ornon,18,05:28:00,20:39:00,53.59
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87582684,Cadaujac,27,05:28:00,20:39:00,35.04
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87582692,Saint-Médard-d'Eyrans,32,05:28:00,20:39:00,29.39
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87582700,Beautiran,52,05:28:00,21:47:00,19.2
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87582718,Portets,32,05:28:00,20:39:00,29.39
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87582726,Arbanats,22,06:04:00,20:39:00,41.67
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87582734,Podensac,32,05:28:00,20:39:00,29.39
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87582742,Cérons,52,05:28:00,21:47:00,19.2
StopPoint:OCETrain TER-87582775,Langon,StopPoint:OCETrain TER-87582767,Preignac,8,05:28:00,18:41:00,113.29
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87581595,Cenon,440,05:50:00,21:56:00,2.2
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87581751,Pessac,193,05:52:00,21:56:00,5.02
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87581793,Pessac-Alouette,193,05:52:00,21:56:00,5.02
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87581850,Bassens,79,05:52:00,21:56:00,12.36
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87582403,Gazinet - Cestas,193,05:52:00,21:56:00,5.02
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87582445,Marcheprime,193,05:52:00,21:56:00,5.02
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87582478,Biganos Facture,193,05:52:00,21:56:00,5.02
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87582601,Le Teich,190,05:52:00,21:56:00,5.1
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87582619,Gujan-Mestras,190,05:52:00,21:56:00,5.1
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87582635,La Hume,190,05:52:00,21:56:00,5.1
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87582668,Arcachon,190,05:52:00,21:56:00,5.1
StopPoint:OCETrain TER-87584052,Libourne,StopPoint:OCETrain TER-87748350,Talence-Médoquine,193,05:52:00,21:56:00,5.02
StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,StopPoint:OCETrain TER-87278259,Mérignac Arlac,78,06:26:00,22:19:00,12.38
StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,StopPoint:OCETrain TER-87581181,Ludon,78,06:41:00,21:31:00,11.56
StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,StopPoint:OCETrain TER-87581199,Macau,79,06:41:00,21:31:00,11.41
StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,StopPoint:OCETrain TER-87581538,Caudéran-Mérignac,77,06:26:00,22:19:00,12.54
StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,StopPoint:OCETrain TER-87581710,Parempuyre,78,06:41:00,21:31:00,11.56
StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,StopPoint:OCETrain TER-87581728,Blanquefort,79,06:41:00,21:31:00,11.41
StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,StopPoint:OCETrain TER-87581736,Bruges,78,06:41:00,21:31:00,11.56
StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,StopPoint:OCETrain TER-87581751,Pessac,27,06:26:00,20:31:00,32.5
StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,StopPoint:OCETrain TER-87748350,Talence-Médoquine,51,06:59:00,22:19:00,18.4
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87278259,Mérignac Arlac,54,06:29:00,20:51:00,16.26
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581181,Ludon,53,06:29:00,20:51:00,16.58
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581199,Macau,54,06:29:00,20:51:00,16.26
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581538,Caudéran-Mérignac,53,06:29:00,20:51:00,16.58
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581595,Cenon,199,06:23:00,21:57:00,4.72
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581710,Parempuyre,53,06:29:00,20:51:00,16.58
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581728,Blanquefort,54,06:29:00,20:51:00,16.26
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581736,Bruges,53,06:29:00,20:51:00,16.58
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581751,Pessac,254,06:07:00,23:06:00,4.03
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581793,Pessac-Alouette,254,06:07:00,23:06:00,4.03
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87581850,Bassens,73,06:23:00,21:57:00,12.97
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87582403,Gazinet - Cestas,254,06:07:00,23:06:00,4.03
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87582445,Marcheprime,254,06:07:00,23:06:00,4.03
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87582478,Biganos Facture,254,06:07:00,23:06:00,4.03
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87582601,Le Teich,251,06:07:00,23:06:00,4.08
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87582619,Gujan-Mestras,251,06:07:00,23:06:00,4.08
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87582635,La Hume,251,06:07:00,23:06:00,4.08
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87582668,Arcachon,251,06:07:00,23:06:00,4.08
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87584052,Libourne,199,06:23:00,21:57:00,4.72
StopPoint:OCETrain TER-87748350,Talence-Médoquine,StopPoint:OCETrain TER-87738096,Le Bouscat Sainte-Germaine,54,06:29:00,20:51:00,16.26
