trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN865321F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1532:20260830,15:07:00,15:08:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865321F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1532:20260830,15:26:00,15:27:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865321F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1532:20260830,15:32:00,15:32:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1734:20260410,17:07:00,17:08:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1734:20260410,17:28:00,17:29:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1734:20260410,17:34:00,17:34:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87584052:8:1710:20260531,17:10:00,17:10:00,StopPoint:OCETrain TER-87584052,7,,1,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1738:20260419,17:11:00,17:12:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1738:20260419,17:32:00,17:33:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1738:20260419,17:38:00,17:38:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1738:20260517,17:11:00,17:12:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1738:20260517,17:32:00,17:33:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1738:20260517,17:38:00,17:38:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1737:20260830,17:11:00,17:12:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1737:20260830,17:31:00,17:32:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1737:20260830,17:37:00,17:37:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1733:20260515,17:06:00,17:07:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1733:20260515,17:27:00,17:28:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1733:20260515,17:33:00,17:33:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1732:20260831,17:06:00,17:07:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1732:20260831,17:26:00,17:27:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865323F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:1732:20260831,17:32:00,17:32:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1751:20260705,16:26:00,16:26:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1751:20260705,16:30:00,16:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1751:20260705,16:49:00,16:50:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1754:20260412,16:26:00,16:26:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1754:20260412,16:30:00,16:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1754:20260412,16:51:00,16:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87584052:87595009:8:1753:20260509,16:52:00,16:52:00,StopPoint:OCETrain TER-87584052,0,,0,1,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1753:20260831,16:26:00,16:26:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1753:20260831,16:30:00,16:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1753:20260831,16:49:00,16:50:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87584052:87595009:8:1751:20260601,16:50:00,16:50:00,StopPoint:OCETrain TER-87584052,0,,0,1,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1753:20260517,16:26:00,16:26:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1753:20260517,16:30:00,16:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865324F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1753:20260517,16:51:00,16:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865325F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:12:1832:20260628,18:08:00,18:09:00,StopPoint:OCETrain TER-87584052,9,,0,0,
OCESN865325F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:12:1832:20260628,18:26:00,18:27:00,StopPoint:OCETrain TER-87581595,10,,0,0,
OCESN865325F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:12:1832:20260628,18:32:00,18:32:00,StopPoint:OCETrain TER-87581009,11,,1,0,
OCESN865325F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87584052:10:1808:20260531,18:08:00,18:08:00,StopPoint:OCETrain TER-87584052,9,,1,0,
OCESN865325F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:12:1834:20260517,18:08:00,18:09:00,StopPoint:OCETrain TER-87584052,9,,0,0,
OCESN865325F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:12:1834:20260517,18:28:00,18:29:00,StopPoint:OCETrain TER-87581595,10,,0,0,
OCESN865325F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:12:1834:20260517,18:34:00,18:34:00,StopPoint:OCETrain TER-87581009,11,,1,0,
OCESN865326F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:12:1834:20260831,17:00:00,17:00:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865326F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:12:1834:20260831,17:03:00,17:04:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865326F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:12:1834:20260831,17:23:00,17:24:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865326F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:12:1834:20260515,16:59:00,16:59:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865326F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:12:1834:20260515,17:02:00,17:03:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865326F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:12:1834:20260515,17:23:00,17:24:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1849:20260705,17:27:00,17:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1849:20260705,17:30:00,17:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1849:20260705,17:49:00,17:50:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87584052:87595009:8:1849:20260531,17:50:00,17:50:00,StopPoint:OCETrain TER-87584052,0,,0,1,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1850:20260412,17:27:00,17:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1850:20260412,17:30:00,17:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1850:20260412,17:49:00,17:50:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1851:20260517,17:27:00,17:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1851:20260517,17:30:00,17:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1851:20260517,17:52:00,17:53:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1851:20260830,17:27:00,17:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1851:20260830,17:30:00,17:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865328F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:1851:20260830,17:49:00,17:50:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87584052:8:2136:20260531,21:36:00,21:36:00,StopPoint:OCETrain TER-87584052,7,,1,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:2201:20260412,21:35:00,21:36:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:2201:20260412,21:55:00,21:56:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:2201:20260412,22:01:00,22:01:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:2201:20260517,21:35:00,21:36:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:2201:20260517,21:55:00,21:56:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:2201:20260517,22:01:00,22:01:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:2159:20260831,21:35:00,21:36:00,StopPoint:OCETrain TER-87584052,7,,0,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:2159:20260831,21:54:00,21:55:00,StopPoint:OCETrain TER-87581595,8,,0,0,
OCESN865331F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87595009:87581009:10:2159:20260831,21:59:00,21:59:00,StopPoint:OCETrain TER-87581009,9,,1,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1957:20260407,18:26:00,18:26:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1957:20260407,18:29:00,18:30:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1957:20260407,18:51:00,18:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1956:20260828,18:27:00,18:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1956:20260828,18:30:00,18:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1956:20260828,18:51:00,18:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1956:20260410,18:27:00,18:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1956:20260410,18:30:00,18:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1956:20260410,18:51:00,18:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1955:20260831,18:26:00,18:26:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1955:20260831,18:29:00,18:30:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1955:20260831,18:51:00,18:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1955:20260703,18:27:00,18:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1955:20260703,18:30:00,18:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865332F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:11:1955:20260703,18:51:00,18:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2052:20260703,19:27:00,19:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2052:20260703,19:31:00,19:32:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2052:20260703,19:52:00,19:53:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2054:20260831,19:26:00,19:26:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2054:20260831,19:31:00,19:32:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2054:20260831,19:52:00,19:53:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2055:20260410,19:27:00,19:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2055:20260410,19:31:00,19:32:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2055:20260410,19:54:00,19:55:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2053:20260515,19:27:00,19:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2053:20260515,19:31:00,19:32:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865336F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2053:20260515,19:53:00,19:54:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2152:20260705,20:27:00,20:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2152:20260705,20:30:00,20:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2152:20260705,20:49:00,20:50:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2153:20260412,20:27:00,20:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2153:20260412,20:30:00,20:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2153:20260412,20:51:00,20:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87584052:87595009:8:2152:20260531,20:50:00,20:50:00,StopPoint:OCETrain TER-87584052,0,,0,1,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2152:20260831,20:27:00,20:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2152:20260831,20:30:00,20:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2152:20260831,20:49:00,20:50:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2152:20260517,20:27:00,20:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2152:20260517,20:30:00,20:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865340F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2152:20260517,20:51:00,20:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2250:20260705,21:27:00,21:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2250:20260705,21:30:00,21:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2250:20260705,21:49:00,21:50:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87584052:87595009:8:2250:20260531,21:50:00,21:50:00,StopPoint:OCETrain TER-87584052,0,,0,1,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87584052:87595009:8:2252:20260509,21:52:00,21:52:00,StopPoint:OCETrain TER-87584052,0,,0,1,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2253:20260412,21:27:00,21:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2253:20260412,21:30:00,21:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2253:20260412,21:51:00,21:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2252:20260831,21:27:00,21:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2252:20260831,21:30:00,21:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2252:20260831,21:49:00,21:50:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2252:20260517,21:27:00,21:27:00,StopPoint:OCETrain TER-87581009,0,,0,1,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2252:20260517,21:30:00,21:31:00,StopPoint:OCETrain TER-87581595,1,,0,0,
OCESN865342F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87581009:87595009:10:2252:20260517,21:51:00,21:52:00,StopPoint:OCETrain TER-87584052,2,,0,0,
OCESN865551F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87592006:87581009:13:842:20260515,08:10:00,08:11:00,StopPoint:OCETrain TER-87584052,10,,0,0,
OCESN865551F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87592006:87581009:13:842:20260515,08:36:00,08:37:00,StopPoint:OCETrain TER-87581595,11,,0,0,
OCESN865551F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87592006:87581009:13:842:20260515,08:42:00,08:42:00,StopPoint:OCETrain TER-87581009,12,,1,0,
OCESN865551F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87592006:87581009:13:834:20260513,08:07:00,08:08:00,StopPoint:OCETrain TER-87584052,10,,0,0,
OCESN865551F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87592006:87581009:13:834:20260513,08:29:00,08:30:00,StopPoint:OCETrain TER-87581595,11,,0,0,
OCESN865551F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87592006:87581009:13:834:20260513,08:34:00,08:34:00,StopPoint:OCETrain TER-87581009,12,,1,0,
OCESN865551F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87592006:87581009:13:832:20260831,08:07:00,08:08:00,StopPoint:OCETrain TER-87584052,10,,0,0,
OCESN865551F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87592006:87581009:13:832:20260831,08:27:00,08:28:00,StopPoint:OCETrain TER-87581595,11,,0,0,
OCESN865551F1187_F:TER:FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2::87592006:87581009:13:832:20260831,08:32:00,08:32:00,StopPoint:OCETrain TER-87581009,12,,1,0,
