parking_id,timestamp,nb_libre,nb_total,ouvert
240,2026-04-20T00:07:20.971784,230,234,1
242,2026-04-20T00:07:20.971784,0,0,1
743,2026-04-20T00:07:20.971784,142,274,1
663,2026-04-20T00:07:20.971784,236,250,1
2003,2026-04-20T00:07:20.971784,0,0,1
2143,2026-04-20T00:07:20.971784,0,0,0
2113,2026-04-20T00:07:20.971784,0,0,1
245,2026-04-20T00:07:20.971784,405,540,1
247,2026-04-20T00:07:20.971784,0,323,1
503,2026-04-20T00:07:20.971784,0,600,1
603,2026-04-20T00:07:20.971784,0,0,1
624,2026-04-20T00:07:20.971784,245,250,1
211,2026-04-20T00:07:20.971784,242,242,1
213,2026-04-20T00:07:20.971784,135,400,1
217,2026-04-20T00:07:20.971784,613,950,1
222,2026-04-20T00:07:20.971784,195,438,1
226,2026-04-20T00:07:20.971784,341,415,1
227,2026-04-20T00:07:20.971784,1025,1300,1
228,2026-04-20T00:07:20.971784,83,400,1
250,2026-04-20T00:07:20.971784,0,0,1
256,2026-04-20T00:07:20.971784,362,366,1
261,2026-04-20T00:07:20.971784,962,962,1
268,2026-04-20T00:07:20.971784,0,0,1
271,2026-04-20T00:07:20.971784,0,0,1
275,2026-04-20T00:07:20.971784,329,400,1
277,2026-04-20T00:07:20.971784,217,218,1
331,2026-04-20T00:07:20.971784,174,225,1
333,2026-04-20T00:07:20.971784,0,0,1
451,2026-04-20T00:07:20.971784,396,399,1
450,2026-04-20T00:07:20.971784,0,0,1
234,2026-04-20T00:07:20.971784,85,120,1
237,2026-04-20T00:07:20.971784,0,160,1
239,2026-04-20T00:07:20.971784,396,566,1
241,2026-04-20T00:07:20.971784,0,0,1
723,2026-04-20T00:07:20.971784,75,105,1
218,2026-04-20T00:07:20.971784,195,399,1
1613,2026-04-20T00:07:20.971784,0,0,1
266,2026-04-20T00:07:20.971784,200,285,1
1575,2026-04-20T00:07:20.971784,0,103,1
2053,2026-04-20T00:07:20.971784,0,0,1
1773,2026-04-20T00:07:20.971784,288,400,1
1856,2026-04-20T00:07:20.971784,0,0,1
244,2026-04-20T00:11:14.006746,207,211,1
246,2026-04-20T00:11:14.006746,336,379,1
464,2026-04-20T00:11:14.006746,0,0,1
593,2026-04-20T00:11:14.006746,263,341,1
255,2026-04-20T00:11:14.006746,189,200,1
623,2026-04-20T00:11:14.006746,593,620,1
624,2026-04-20T00:11:14.006746,245,250,1
643,2026-04-20T00:11:14.006746,867,930,1
215,2026-04-20T00:11:14.006746,284,634,1
219,2026-04-20T00:11:14.006746,70,70,0
221,2026-04-20T00:11:14.006746,214,399,1
223,2026-04-20T00:11:14.006746,0,270,1
224,2026-04-20T00:11:14.006746,225,338,1
252,2026-04-20T00:11:14.006746,0,0,1
253,2026-04-20T00:11:14.006746,0,767,1
254,2026-04-20T00:11:14.006746,0,0,1
259,2026-04-20T00:11:14.006746,57,57,1
265,2026-04-20T00:11:14.006746,600,600,1
269,2026-04-20T00:11:14.006746,392,393,0
272,2026-04-20T00:11:14.006746,0,0,1
275,2026-04-20T00:11:14.006746,329,400,1
277,2026-04-20T00:11:14.006746,217,218,1
279,2026-04-20T00:11:14.006746,590,590,1
280,2026-04-20T00:11:14.006746,0,0,1
321,2026-04-20T00:11:14.006746,144,146,1
232,2026-04-20T00:11:14.006746,0,0,1
234,2026-04-20T00:11:14.006746,84,120,1
238,2026-04-20T00:11:14.006746,23,92,1
240,2026-04-20T00:11:14.006746,230,234,1
243,2026-04-20T00:11:14.006746,0,0,1
773,2026-04-20T00:11:14.006746,177,300,1
783,2026-04-20T00:11:14.006746,46,46,1
1583,2026-04-20T00:11:14.006746,324,639,1
1663,2026-04-20T00:11:14.006746,0,0,1
2123,2026-04-20T00:11:14.006746,0,0,1
245,2026-04-20T00:11:14.006746,405,540,1
248,2026-04-20T00:11:14.006746,0,0,1
213,2026-04-20T00:11:14.006746,294,300,1
214,2026-04-20T00:11:14.006746,204,206,1
222,2026-04-20T00:11:14.006746,194,438,1
226,2026-04-20T00:11:14.006746,342,415,1
251,2026-04-20T00:11:14.006746,0,0,1
256,2026-04-20T00:11:14.006746,362,366,1
261,2026-04-20T00:11:14.006746,962,962,1
264,2026-04-20T00:11:14.006746,141,149,1
267,2026-04-20T00:11:14.006746,0,0,1
274,2026-04-20T00:11:14.006746,0,0,1
451,2026-04-20T00:11:14.006746,396,399,1
231,2026-04-20T00:11:14.006746,427,550,1
233,2026-04-20T00:11:14.006746,257,415,1
237,2026-04-20T00:11:14.006746,0,160,1
239,2026-04-20T00:11:14.006746,396,566,1
242,2026-04-20T00:11:14.006746,0,0,1
743,2026-04-20T00:11:14.006746,142,274,1
266,2026-04-20T00:11:14.006746,200,285,1
1983,2026-04-20T00:11:14.006746,102,103,1
2003,2026-04-20T00:11:14.006746,0,0,1
2143,2026-04-20T00:11:14.006746,0,0,0
2113,2026-04-20T00:11:14.006746,0,0,1
247,2026-04-20T00:11:14.006746,0,323,1
503,2026-04-20T00:11:14.006746,0,600,1
603,2026-04-20T00:11:14.006746,0,0,1
211,2026-04-20T00:11:14.006746,242,242,1
212,2026-04-20T00:11:14.006746,193,193,0
216,2026-04-20T00:11:14.006746,228,466,1
217,2026-04-20T00:11:14.006746,613,950,1
220,2026-04-20T00:11:14.006746,1007,1230,1
225,2026-04-20T00:11:14.006746,184,361,1
227,2026-04-20T00:11:14.006746,1025,1300,1
228,2026-04-20T00:11:14.006746,83,400,1
250,2026-04-20T00:11:14.006746,0,0,1
257,2026-04-20T00:11:14.006746,59,137,1
258,2026-04-20T00:11:14.006746,24,80,1
260,2026-04-20T00:11:14.006746,52,52,1
262,2026-04-20T00:11:14.006746,203,204,1
263,2026-04-20T00:11:14.006746,147,151,1
268,2026-04-20T00:11:14.006746,0,0,1
270,2026-04-20T00:11:14.006746,389,396,1
271,2026-04-20T00:11:14.006746,0,0,1
276,2026-04-20T00:11:14.006746,168,168,0
278,2026-04-20T00:11:14.006746,148,148,1
331,2026-04-20T00:11:14.006746,174,225,1
333,2026-04-20T00:11:14.006746,0,0,1
273,2026-04-20T00:11:14.006746,217,220,1
450,2026-04-20T00:11:14.006746,0,0,1
229,2026-04-20T00:11:14.006746,300,842,1
230,2026-04-20T00:11:14.006746,336,410,1
235,2026-04-20T00:11:14.006746,260,279,1
241,2026-04-20T00:11:14.006746,0,0,1
723,2026-04-20T00:11:14.006746,75,105,1
218,2026-04-20T00:11:14.006746,195,399,1
663,2026-04-20T00:11:14.006746,236,250,1
1613,2026-04-20T00:11:14.006746,0,0,1
1575,2026-04-20T00:11:14.006746,0,103,1
2053,2026-04-20T00:11:14.006746,0,0,1
1773,2026-04-20T00:11:14.006746,288,400,1
1856,2026-04-20T00:11:14.006746,0,0,1
1753,2026-04-20T00:11:14.006746,89,396,1
244,2026-04-20T00:11:14.323237,207,211,1
246,2026-04-20T00:11:14.323237,336,379,1
464,2026-04-20T00:11:14.323237,0,0,1
593,2026-04-20T00:11:14.323237,263,341,1
255,2026-04-20T00:11:14.323237,189,200,1
623,2026-04-20T00:11:14.323237,593,620,1
624,2026-04-20T00:11:14.323237,245,250,1
643,2026-04-20T00:11:14.323237,867,930,1
215,2026-04-20T00:11:14.323237,284,634,1
219,2026-04-20T00:11:14.323237,70,70,0
221,2026-04-20T00:11:14.323237,214,399,1
223,2026-04-20T00:11:14.323237,0,270,1
224,2026-04-20T00:11:14.323237,225,338,1
252,2026-04-20T00:11:14.323237,0,0,1
253,2026-04-20T00:11:14.323237,0,767,1
254,2026-04-20T00:11:14.323237,0,0,1
259,2026-04-20T00:11:14.323237,57,57,1
265,2026-04-20T00:11:14.323237,600,600,1
269,2026-04-20T00:11:14.323237,392,393,0
272,2026-04-20T00:11:14.323237,0,0,1
275,2026-04-20T00:11:14.323237,329,400,1
277,2026-04-20T00:11:14.323237,217,218,1
279,2026-04-20T00:11:14.323237,590,590,1
280,2026-04-20T00:11:14.323237,0,0,1
321,2026-04-20T00:11:14.323237,144,146,1
232,2026-04-20T00:11:14.323237,0,0,1
234,2026-04-20T00:11:14.323237,84,120,1
238,2026-04-20T00:11:14.323237,23,92,1
240,2026-04-20T00:11:14.323237,230,234,1
243,2026-04-20T00:11:14.323237,0,0,1
773,2026-04-20T00:11:14.323237,177,300,1
783,2026-04-20T00:11:14.323237,46,46,1
1583,2026-04-20T00:11:14.323237,324,639,1
1663,2026-04-20T00:11:14.323237,0,0,1
2123,2026-04-20T00:11:14.323237,0,0,1
245,2026-04-20T00:11:14.323237,405,540,1
248,2026-04-20T00:11:14.323237,0,0,1
213,2026-04-20T00:11:14.323237,294,300,1
214,2026-04-20T00:11:14.323237,204,206,1
222,2026-04-20T00:11:14.323237,194,438,1
226,2026-04-20T00:11:14.323237,342,415,1
251,2026-04-20T00:11:14.323237,0,0,1
256,2026-04-20T00:11:14.323237,362,366,1
261,2026-04-20T00:11:14.323237,962,962,1
264,2026-04-20T00:11:14.323237,141,149,1
267,2026-04-20T00:11:14.323237,0,0,1
274,2026-04-20T00:11:14.323237,0,0,1
451,2026-04-20T00:11:14.323237,396,399,1
231,2026-04-20T00:11:14.323237,427,550,1
233,2026-04-20T00:11:14.323237,257,415,1
237,2026-04-20T00:11:14.323237,0,160,1
239,2026-04-20T00:11:14.323237,396,566,1
242,2026-04-20T00:11:14.323237,0,0,1
743,2026-04-20T00:11:14.323237,142,274,1
266,2026-04-20T00:11:14.323237,200,285,1
1983,2026-04-20T00:11:14.323237,102,103,1
2003,2026-04-20T00:11:14.323237,0,0,1
2143,2026-04-20T00:11:14.323237,0,0,0
2113,2026-04-20T00:11:14.323237,0,0,1
247,2026-04-20T00:11:14.323237,0,323,1
503,2026-04-20T00:11:14.323237,0,600,1
603,2026-04-20T00:11:14.323237,0,0,1
211,2026-04-20T00:11:14.323237,242,242,1
212,2026-04-20T00:11:14.323237,193,193,0
216,2026-04-20T00:11:14.323237,228,466,1
217,2026-04-20T00:11:14.323237,613,950,1
220,2026-04-20T00:11:14.323237,1007,1230,1
225,2026-04-20T00:11:14.323237,184,361,1
227,2026-04-20T00:11:14.323237,1025,1300,1
228,2026-04-20T00:11:14.323237,83,400,1
250,2026-04-20T00:11:14.323237,0,0,1
257,2026-04-20T00:11:14.323237,59,137,1
258,2026-04-20T00:11:14.323237,24,80,1
260,2026-04-20T00:11:14.323237,52,52,1
262,2026-04-20T00:11:14.323237,203,204,1
263,2026-04-20T00:11:14.323237,147,151,1
268,2026-04-20T00:11:14.323237,0,0,1
270,2026-04-20T00:11:14.323237,389,396,1
271,2026-04-20T00:11:14.323237,0,0,1
276,2026-04-20T00:11:14.323237,168,168,0
278,2026-04-20T00:11:14.323237,148,148,1
331,2026-04-20T00:11:14.323237,174,225,1
333,2026-04-20T00:11:14.323237,0,0,1
273,2026-04-20T00:11:14.323237,217,220,1
450,2026-04-20T00:11:14.323237,0,0,1
229,2026-04-20T00:11:14.323237,300,842,1
230,2026-04-20T00:11:14.323237,336,410,1
235,2026-04-20T00:11:14.323237,260,279,1
241,2026-04-20T00:11:14.323237,0,0,1
723,2026-04-20T00:11:14.323237,75,105,1
218,2026-04-20T00:11:14.323237,195,399,1
663,2026-04-20T00:11:14.323237,236,250,1
1613,2026-04-20T00:11:14.323237,0,0,1
1575,2026-04-20T00:11:14.323237,0,103,1
2053,2026-04-20T00:11:14.323237,0,0,1
1773,2026-04-20T00:11:14.323237,288,400,1
1856,2026-04-20T00:11:14.323237,0,0,1
1753,2026-04-20T00:11:14.323237,89,396,1
244,2026-04-20T00:11:52.604349,207,211,1
246,2026-04-20T00:11:52.604349,336,379,1
464,2026-04-20T00:11:52.604349,0,0,1
593,2026-04-20T00:11:52.604349,263,341,1
255,2026-04-20T00:11:52.604349,189,200,1
623,2026-04-20T00:11:52.604349,593,620,1
624,2026-04-20T00:11:52.604349,245,250,1
643,2026-04-20T00:11:52.604349,867,930,1
215,2026-04-20T00:11:52.604349,284,634,1
219,2026-04-20T00:11:52.604349,70,70,0
221,2026-04-20T00:11:52.604349,214,399,1
223,2026-04-20T00:11:52.604349,0,270,1
224,2026-04-20T00:11:52.604349,225,338,1
252,2026-04-20T00:11:52.604349,0,0,1
253,2026-04-20T00:11:52.604349,0,767,1
254,2026-04-20T00:11:52.604349,0,0,1
259,2026-04-20T00:11:52.604349,57,57,1
265,2026-04-20T00:11:52.604349,600,600,1
269,2026-04-20T00:11:52.604349,392,393,0
272,2026-04-20T00:11:52.604349,0,0,1
275,2026-04-20T00:11:52.604349,329,400,1
277,2026-04-20T00:11:52.604349,217,218,1
279,2026-04-20T00:11:52.604349,590,590,1
280,2026-04-20T00:11:52.604349,0,0,1
321,2026-04-20T00:11:52.604349,144,146,1
232,2026-04-20T00:11:52.604349,0,0,1
234,2026-04-20T00:11:52.604349,84,120,1
238,2026-04-20T00:11:52.604349,23,92,1
240,2026-04-20T00:11:52.604349,230,234,1
243,2026-04-20T00:11:52.604349,0,0,1
773,2026-04-20T00:11:52.604349,177,300,1
783,2026-04-20T00:11:52.604349,46,46,1
1583,2026-04-20T00:11:52.604349,324,639,1
1663,2026-04-20T00:11:52.604349,0,0,1
2123,2026-04-20T00:11:52.604349,0,0,1
245,2026-04-20T00:11:52.604349,405,540,1
248,2026-04-20T00:11:52.604349,0,0,1
213,2026-04-20T00:11:52.604349,294,300,1
214,2026-04-20T00:11:52.604349,204,206,1
222,2026-04-20T00:11:52.604349,194,438,1
226,2026-04-20T00:11:52.604349,342,415,1
251,2026-04-20T00:11:52.604349,0,0,1
256,2026-04-20T00:11:52.604349,362,366,1
261,2026-04-20T00:11:52.604349,962,962,1
264,2026-04-20T00:11:52.604349,141,149,1
267,2026-04-20T00:11:52.604349,0,0,1
274,2026-04-20T00:11:52.604349,0,0,1
451,2026-04-20T00:11:52.604349,396,399,1
231,2026-04-20T00:11:52.604349,427,550,1
233,2026-04-20T00:11:52.604349,257,415,1
237,2026-04-20T00:11:52.604349,0,160,1
239,2026-04-20T00:11:52.604349,396,566,1
242,2026-04-20T00:11:52.604349,0,0,1
743,2026-04-20T00:11:52.604349,142,274,1
266,2026-04-20T00:11:52.604349,200,285,1
1983,2026-04-20T00:11:52.604349,102,103,1
2003,2026-04-20T00:11:52.604349,0,0,1
2143,2026-04-20T00:11:52.604349,0,0,0
2113,2026-04-20T00:11:52.604349,0,0,1
247,2026-04-20T00:11:52.604349,0,323,1
503,2026-04-20T00:11:52.604349,0,600,1
603,2026-04-20T00:11:52.604349,0,0,1
211,2026-04-20T00:11:52.604349,242,242,1
212,2026-04-20T00:11:52.604349,193,193,0
216,2026-04-20T00:11:52.604349,228,466,1
217,2026-04-20T00:11:52.604349,613,950,1
220,2026-04-20T00:11:52.604349,1007,1230,1
225,2026-04-20T00:11:52.604349,184,361,1
227,2026-04-20T00:11:52.604349,1025,1300,1
228,2026-04-20T00:11:52.604349,83,400,1
250,2026-04-20T00:11:52.604349,0,0,1
257,2026-04-20T00:11:52.604349,59,137,1
258,2026-04-20T00:11:52.604349,24,80,1
260,2026-04-20T00:11:52.604349,52,52,1
262,2026-04-20T00:11:52.604349,203,204,1
263,2026-04-20T00:11:52.604349,147,151,1
268,2026-04-20T00:11:52.604349,0,0,1
270,2026-04-20T00:11:52.604349,389,396,1
271,2026-04-20T00:11:52.604349,0,0,1
276,2026-04-20T00:11:52.604349,168,168,0
278,2026-04-20T00:11:52.604349,148,148,1
331,2026-04-20T00:11:52.604349,174,225,1
333,2026-04-20T00:11:52.604349,0,0,1
273,2026-04-20T00:11:52.604349,217,220,1
450,2026-04-20T00:11:52.604349,0,0,1
229,2026-04-20T00:11:52.604349,300,842,1
230,2026-04-20T00:11:52.604349,336,410,1
235,2026-04-20T00:11:52.604349,260,279,1
241,2026-04-20T00:11:52.604349,0,0,1
723,2026-04-20T00:11:52.604349,75,105,1
218,2026-04-20T00:11:52.604349,195,399,1
663,2026-04-20T00:11:52.604349,236,250,1
1613,2026-04-20T00:11:52.604349,0,0,1
1575,2026-04-20T00:11:52.604349,0,103,1
2053,2026-04-20T00:11:52.604349,0,0,1
1773,2026-04-20T00:11:52.604349,288,400,1
1856,2026-04-20T00:11:52.604349,0,0,1
1753,2026-04-20T00:11:52.604349,89,396,1
244,2026-04-20T00:12:06.561352,207,211,1
246,2026-04-20T00:12:06.561352,336,379,1
464,2026-04-20T00:12:06.561352,0,0,1
593,2026-04-20T00:12:06.561352,263,341,1
255,2026-04-20T00:12:06.561352,189,200,1
623,2026-04-20T00:12:06.561352,593,620,1
624,2026-04-20T00:12:06.561352,245,250,1
643,2026-04-20T00:12:06.561352,867,930,1
215,2026-04-20T00:12:06.561352,284,634,1
219,2026-04-20T00:12:06.561352,70,70,0
221,2026-04-20T00:12:06.561352,214,399,1
223,2026-04-20T00:12:06.561352,0,270,1
224,2026-04-20T00:12:06.561352,225,338,1
252,2026-04-20T00:12:06.561352,0,0,1
253,2026-04-20T00:12:06.561352,0,767,1
254,2026-04-20T00:12:06.561352,0,0,1
259,2026-04-20T00:12:06.561352,57,57,1
265,2026-04-20T00:12:06.561352,600,600,1
269,2026-04-20T00:12:06.561352,392,393,0
272,2026-04-20T00:12:06.561352,0,0,1
275,2026-04-20T00:12:06.561352,329,400,1
277,2026-04-20T00:12:06.561352,217,218,1
279,2026-04-20T00:12:06.561352,590,590,1
280,2026-04-20T00:12:06.561352,0,0,1
321,2026-04-20T00:12:06.561352,144,146,1
232,2026-04-20T00:12:06.561352,0,0,1
234,2026-04-20T00:12:06.561352,84,120,1
238,2026-04-20T00:12:06.561352,23,92,1
240,2026-04-20T00:12:06.561352,230,234,1
243,2026-04-20T00:12:06.561352,0,0,1
773,2026-04-20T00:12:06.561352,177,300,1
783,2026-04-20T00:12:06.561352,46,46,1
1583,2026-04-20T00:12:06.561352,324,639,1
1663,2026-04-20T00:12:06.561352,0,0,1
2123,2026-04-20T00:12:06.561352,0,0,1
245,2026-04-20T00:12:06.561352,405,540,1
248,2026-04-20T00:12:06.561352,0,0,1
213,2026-04-20T00:12:06.561352,294,300,1
214,2026-04-20T00:12:06.561352,204,206,1
222,2026-04-20T00:12:06.561352,194,438,1
226,2026-04-20T00:12:06.561352,342,415,1
251,2026-04-20T00:12:06.561352,0,0,1
256,2026-04-20T00:12:06.561352,362,366,1
261,2026-04-20T00:12:06.561352,962,962,1
264,2026-04-20T00:12:06.561352,141,149,1
267,2026-04-20T00:12:06.561352,0,0,1
274,2026-04-20T00:12:06.561352,0,0,1
451,2026-04-20T00:12:06.561352,396,399,1
231,2026-04-20T00:12:06.561352,427,550,1
233,2026-04-20T00:12:06.561352,257,415,1
237,2026-04-20T00:12:06.561352,0,160,1
239,2026-04-20T00:12:06.561352,396,566,1
242,2026-04-20T00:12:06.561352,0,0,1
743,2026-04-20T00:12:06.561352,142,274,1
266,2026-04-20T00:12:06.561352,200,285,1
1983,2026-04-20T00:12:06.561352,102,103,1
2003,2026-04-20T00:12:06.561352,0,0,1
2143,2026-04-20T00:12:06.561352,0,0,0
2113,2026-04-20T00:12:06.561352,0,0,1
247,2026-04-20T00:12:06.561352,0,323,1
503,2026-04-20T00:12:06.561352,0,600,1
603,2026-04-20T00:12:06.561352,0,0,1
211,2026-04-20T00:12:06.561352,242,242,1
212,2026-04-20T00:12:06.561352,193,193,0
216,2026-04-20T00:12:06.561352,228,466,1
217,2026-04-20T00:12:06.561352,613,950,1
220,2026-04-20T00:12:06.561352,1007,1230,1
225,2026-04-20T00:12:06.561352,184,361,1
227,2026-04-20T00:12:06.561352,1025,1300,1
228,2026-04-20T00:12:06.561352,83,400,1
250,2026-04-20T00:12:06.561352,0,0,1
257,2026-04-20T00:12:06.561352,59,137,1
258,2026-04-20T00:12:06.561352,24,80,1
260,2026-04-20T00:12:06.561352,52,52,1
262,2026-04-20T00:12:06.561352,203,204,1
263,2026-04-20T00:12:06.561352,147,151,1
268,2026-04-20T00:12:06.561352,0,0,1
270,2026-04-20T00:12:06.561352,389,396,1
271,2026-04-20T00:12:06.561352,0,0,1
276,2026-04-20T00:12:06.561352,168,168,0
278,2026-04-20T00:12:06.561352,148,148,1
331,2026-04-20T00:12:06.561352,174,225,1
333,2026-04-20T00:12:06.561352,0,0,1
273,2026-04-20T00:12:06.561352,217,220,1
450,2026-04-20T00:12:06.561352,0,0,1
229,2026-04-20T00:12:06.561352,300,842,1
230,2026-04-20T00:12:06.561352,336,410,1
235,2026-04-20T00:12:06.561352,260,279,1
241,2026-04-20T00:12:06.561352,0,0,1
723,2026-04-20T00:12:06.561352,75,105,1
218,2026-04-20T00:12:06.561352,195,399,1
663,2026-04-20T00:12:06.561352,236,250,1
1613,2026-04-20T00:12:06.561352,0,0,1
1575,2026-04-20T00:12:06.561352,0,103,1
2053,2026-04-20T00:12:06.561352,0,0,1
1773,2026-04-20T00:12:06.561352,288,400,1
1856,2026-04-20T00:12:06.561352,0,0,1
1753,2026-04-20T00:12:06.561352,89,396,1
244,2026-04-20T00:12:13.445015,207,211,1
246,2026-04-20T00:12:13.445015,336,379,1
464,2026-04-20T00:12:13.445015,0,0,1
593,2026-04-20T00:12:13.445015,263,341,1
255,2026-04-20T00:12:13.445015,189,200,1
623,2026-04-20T00:12:13.445015,593,620,1
624,2026-04-20T00:12:13.445015,245,250,1
643,2026-04-20T00:12:13.445015,867,930,1
215,2026-04-20T00:12:13.445015,284,634,1
219,2026-04-20T00:12:13.445015,70,70,0
221,2026-04-20T00:12:13.445015,214,399,1
223,2026-04-20T00:12:13.445015,0,270,1
224,2026-04-20T00:12:13.445015,225,338,1
252,2026-04-20T00:12:13.445015,0,0,1
253,2026-04-20T00:12:13.445015,0,767,1
254,2026-04-20T00:12:13.445015,0,0,1
259,2026-04-20T00:12:13.445015,57,57,1
265,2026-04-20T00:12:13.445015,600,600,1
269,2026-04-20T00:12:13.445015,392,393,0
272,2026-04-20T00:12:13.445015,0,0,1
275,2026-04-20T00:12:13.445015,329,400,1
277,2026-04-20T00:12:13.445015,217,218,1
279,2026-04-20T00:12:13.445015,590,590,1
280,2026-04-20T00:12:13.445015,0,0,1
321,2026-04-20T00:12:13.445015,144,146,1
232,2026-04-20T00:12:13.445015,0,0,1
234,2026-04-20T00:12:13.445015,84,120,1
238,2026-04-20T00:12:13.445015,23,92,1
240,2026-04-20T00:12:13.445015,230,234,1
243,2026-04-20T00:12:13.445015,0,0,1
773,2026-04-20T00:12:13.445015,177,300,1
783,2026-04-20T00:12:13.445015,46,46,1
1583,2026-04-20T00:12:13.445015,324,639,1
1663,2026-04-20T00:12:13.445015,0,0,1
2123,2026-04-20T00:12:13.445015,0,0,1
245,2026-04-20T00:12:13.445015,405,540,1
248,2026-04-20T00:12:13.445015,0,0,1
213,2026-04-20T00:12:13.445015,294,300,1
214,2026-04-20T00:12:13.445015,204,206,1
222,2026-04-20T00:12:13.445015,194,438,1
226,2026-04-20T00:12:13.445015,342,415,1
251,2026-04-20T00:12:13.445015,0,0,1
256,2026-04-20T00:12:13.445015,362,366,1
261,2026-04-20T00:12:13.445015,962,962,1
264,2026-04-20T00:12:13.445015,141,149,1
267,2026-04-20T00:12:13.445015,0,0,1
274,2026-04-20T00:12:13.445015,0,0,1
451,2026-04-20T00:12:13.445015,396,399,1
231,2026-04-20T00:12:13.445015,427,550,1
233,2026-04-20T00:12:13.445015,257,415,1
237,2026-04-20T00:12:13.445015,0,160,1
239,2026-04-20T00:12:13.445015,396,566,1
242,2026-04-20T00:12:13.445015,0,0,1
743,2026-04-20T00:12:13.445015,142,274,1
266,2026-04-20T00:12:13.445015,200,285,1
1983,2026-04-20T00:12:13.445015,102,103,1
2003,2026-04-20T00:12:13.445015,0,0,1
2143,2026-04-20T00:12:13.445015,0,0,0
2113,2026-04-20T00:12:13.445015,0,0,1
247,2026-04-20T00:12:13.445015,0,323,1
503,2026-04-20T00:12:13.445015,0,600,1
603,2026-04-20T00:12:13.445015,0,0,1
211,2026-04-20T00:12:13.445015,242,242,1
212,2026-04-20T00:12:13.445015,193,193,0
216,2026-04-20T00:12:13.445015,228,466,1
217,2026-04-20T00:12:13.445015,613,950,1
220,2026-04-20T00:12:13.445015,1007,1230,1
225,2026-04-20T00:12:13.445015,184,361,1
227,2026-04-20T00:12:13.445015,1025,1300,1
228,2026-04-20T00:12:13.445015,83,400,1
250,2026-04-20T00:12:13.445015,0,0,1
257,2026-04-20T00:12:13.445015,59,137,1
258,2026-04-20T00:12:13.445015,24,80,1
260,2026-04-20T00:12:13.445015,52,52,1
262,2026-04-20T00:12:13.445015,203,204,1
263,2026-04-20T00:12:13.445015,147,151,1
268,2026-04-20T00:12:13.445015,0,0,1
270,2026-04-20T00:12:13.445015,389,396,1
271,2026-04-20T00:12:13.445015,0,0,1
276,2026-04-20T00:12:13.445015,168,168,0
278,2026-04-20T00:12:13.445015,148,148,1
331,2026-04-20T00:12:13.445015,174,225,1
333,2026-04-20T00:12:13.445015,0,0,1
273,2026-04-20T00:12:13.445015,217,220,1
450,2026-04-20T00:12:13.445015,0,0,1
229,2026-04-20T00:12:13.445015,300,842,1
230,2026-04-20T00:12:13.445015,336,410,1
235,2026-04-20T00:12:13.445015,260,279,1
241,2026-04-20T00:12:13.445015,0,0,1
723,2026-04-20T00:12:13.445015,75,105,1
218,2026-04-20T00:12:13.445015,195,399,1
663,2026-04-20T00:12:13.445015,236,250,1
1613,2026-04-20T00:12:13.445015,0,0,1
1575,2026-04-20T00:12:13.445015,0,103,1
2053,2026-04-20T00:12:13.445015,0,0,1
1773,2026-04-20T00:12:13.445015,288,400,1
1856,2026-04-20T00:12:13.445015,0,0,1
1753,2026-04-20T00:12:13.445015,89,396,1
244,2026-04-20T00:14:06.134955,207,211,1
246,2026-04-20T00:14:06.134955,336,379,1
464,2026-04-20T00:14:06.134955,0,0,1
593,2026-04-20T00:14:06.134955,263,341,1
255,2026-04-20T00:14:06.134955,189,200,1
623,2026-04-20T00:14:06.134955,593,620,1
624,2026-04-20T00:14:06.134955,245,250,1
643,2026-04-20T00:14:06.134955,867,930,1
215,2026-04-20T00:14:06.134955,284,634,1
219,2026-04-20T00:14:06.134955,70,70,0
221,2026-04-20T00:14:06.134955,214,399,1
223,2026-04-20T00:14:06.134955,0,270,1
224,2026-04-20T00:14:06.134955,225,338,1
252,2026-04-20T00:14:06.134955,0,0,1
253,2026-04-20T00:14:06.134955,0,767,1
254,2026-04-20T00:14:06.134955,0,0,1
259,2026-04-20T00:14:06.134955,57,57,1
265,2026-04-20T00:14:06.134955,600,600,1
269,2026-04-20T00:14:06.134955,392,393,0
272,2026-04-20T00:14:06.134955,0,0,1
275,2026-04-20T00:14:06.134955,329,400,1
277,2026-04-20T00:14:06.134955,217,218,1
279,2026-04-20T00:14:06.134955,590,590,1
280,2026-04-20T00:14:06.134955,0,0,1
321,2026-04-20T00:14:06.134955,144,146,1
232,2026-04-20T00:14:06.134955,0,0,1
234,2026-04-20T00:14:06.134955,84,120,1
238,2026-04-20T00:14:06.134955,23,92,1
240,2026-04-20T00:14:06.134955,230,234,1
243,2026-04-20T00:14:06.134955,0,0,1
773,2026-04-20T00:14:06.134955,177,300,1
783,2026-04-20T00:14:06.134955,46,46,1
1583,2026-04-20T00:14:06.134955,324,639,1
1663,2026-04-20T00:14:06.134955,0,0,1
2123,2026-04-20T00:14:06.134955,0,0,1
245,2026-04-20T00:14:06.134955,405,540,1
248,2026-04-20T00:14:06.134955,0,0,1
213,2026-04-20T00:14:06.134955,294,300,1
214,2026-04-20T00:14:06.134955,204,206,1
222,2026-04-20T00:14:06.134955,194,438,1
226,2026-04-20T00:14:06.134955,342,415,1
251,2026-04-20T00:14:06.134955,0,0,1
256,2026-04-20T00:14:06.134955,362,366,1
261,2026-04-20T00:14:06.134955,962,962,1
264,2026-04-20T00:14:06.134955,141,149,1
267,2026-04-20T00:14:06.134955,0,0,1
