parking_id,timestamp,nb_libre,nb_total,ouvert
2123,2026-04-19T20:52:40.763931,0,0,1
244,2026-04-19T20:52:40.763931,204,211,1
248,2026-04-19T20:52:40.763931,0,0,1
255,2026-04-19T20:52:40.763931,193,200,1
211,2026-04-19T20:52:40.763931,238,242,1
212,2026-04-19T20:52:40.763931,193,193,0
225,2026-04-19T20:52:40.763931,188,361,1
226,2026-04-19T20:52:40.763931,328,415,1
251,2026-04-19T20:52:40.763931,0,0,1
261,2026-04-19T20:52:40.763931,962,962,1
262,2026-04-19T20:52:40.763931,201,204,1
264,2026-04-19T20:52:40.763931,140,149,1
265,2026-04-19T20:52:40.763931,575,600,1
267,2026-04-19T20:52:40.763931,0,0,1
274,2026-04-19T20:52:40.763931,0,0,1
277,2026-04-19T20:52:40.763931,207,218,1
231,2026-04-19T20:52:40.763931,431,550,1
233,2026-04-19T20:52:40.763931,236,415,1
235,2026-04-19T20:52:40.763931,250,279,1
239,2026-04-19T20:52:40.763931,387,566,1
242,2026-04-19T20:52:40.763931,0,0,1
743,2026-04-19T20:52:40.763931,142,274,1
2003,2026-04-19T20:52:40.763931,0,0,1
2143,2026-04-19T20:52:40.763931,0,0,0
2113,2026-04-19T20:52:40.763931,0,0,1
245,2026-04-19T20:52:40.763931,397,540,1
247,2026-04-19T20:52:40.763931,0,323,1
503,2026-04-19T20:52:40.763931,0,600,1
603,2026-04-19T20:52:40.763931,0,0,1
623,2026-04-19T20:52:40.763931,620,620,1
215,2026-04-19T20:52:40.763931,272,634,1
216,2026-04-19T20:52:40.763931,234,466,1
217,2026-04-19T20:52:40.763931,613,950,1
219,2026-04-19T20:52:40.763931,70,70,0
221,2026-04-19T20:52:40.763931,218,399,1
227,2026-04-19T20:52:40.763931,1025,1300,1
228,2026-04-19T20:52:40.763931,83,400,1
250,2026-04-19T20:52:40.763931,0,0,1
257,2026-04-19T20:52:40.763931,59,137,1
258,2026-04-19T20:52:40.763931,29,80,1
260,2026-04-19T20:52:40.763931,52,52,1
268,2026-04-19T20:52:40.763931,0,0,1
269,2026-04-19T20:52:40.763931,392,393,0
271,2026-04-19T20:52:40.763931,0,0,1
275,2026-04-19T20:52:40.763931,332,400,1
276,2026-04-19T20:52:40.763931,168,168,0
279,2026-04-19T20:52:40.763931,590,590,1
321,2026-04-19T20:52:40.763931,143,146,1
331,2026-04-19T20:52:40.763931,174,225,1
333,2026-04-19T20:52:40.763931,0,0,1
451,2026-04-19T20:52:40.763931,397,399,1
450,2026-04-19T20:52:40.763931,0,0,1
234,2026-04-19T20:52:40.763931,61,120,1
237,2026-04-19T20:52:40.763931,0,160,1
238,2026-04-19T20:52:40.763931,29,92,1
240,2026-04-19T20:52:40.763931,231,234,1
241,2026-04-19T20:52:40.763931,0,0,1
723,2026-04-19T20:52:40.763931,75,105,1
663,2026-04-19T20:52:40.763931,234,250,1
1613,2026-04-19T20:52:40.763931,0,0,1
1575,2026-04-19T20:52:40.763931,0,103,1
1583,2026-04-19T20:52:40.763931,342,639,1
2053,2026-04-19T20:52:40.763931,0,0,1
1773,2026-04-19T20:52:40.763931,288,400,1
1856,2026-04-19T20:52:40.763931,0,0,1
1753,2026-04-19T20:52:40.763931,115,396,1
246,2026-04-19T20:52:45.611572,327,379,1
464,2026-04-19T20:52:45.611572,0,0,1
593,2026-04-19T20:52:45.611572,267,341,1
624,2026-04-19T20:52:45.611572,238,250,1
643,2026-04-19T20:52:45.611572,867,930,1
213,2026-04-19T20:52:45.611572,151,400,1
214,2026-04-19T20:52:45.611572,201,206,1
220,2026-04-19T20:52:45.611572,1014,1230,1
222,2026-04-19T20:52:45.611572,191,438,1
223,2026-04-19T20:52:45.611572,0,270,1
224,2026-04-19T20:52:45.611572,225,338,1
252,2026-04-19T20:52:45.611572,0,0,1
253,2026-04-19T20:52:45.611572,0,767,1
254,2026-04-19T20:52:45.611572,0,0,1
256,2026-04-19T20:52:45.611572,352,366,1
259,2026-04-19T20:52:45.611572,57,57,1
263,2026-04-19T20:52:45.611572,148,151,1
270,2026-04-19T20:52:45.611572,382,396,1
272,2026-04-19T20:52:45.611572,0,0,1
278,2026-04-19T20:52:45.611572,148,148,1
280,2026-04-19T20:52:45.611572,0,0,1
273,2026-04-19T20:52:45.611572,216,220,1
229,2026-04-19T20:52:45.611572,307,842,1
230,2026-04-19T20:52:45.611572,314,410,1
232,2026-04-19T20:52:45.611572,0,0,1
243,2026-04-19T20:52:45.611572,0,0,1
218,2026-04-19T20:52:45.611572,171,399,1
773,2026-04-19T20:52:45.611572,177,300,1
783,2026-04-19T20:52:45.611572,46,46,1
266,2026-04-19T20:52:45.611572,200,285,1
1983,2026-04-19T20:52:45.611572,102,103,1
1663,2026-04-19T20:52:45.611572,0,0,1
2123,2026-04-19T20:52:45.611572,0,0,1
244,2026-04-19T20:52:45.611572,204,211,1
248,2026-04-19T20:52:45.611572,0,0,1
255,2026-04-19T20:52:45.611572,193,200,1
211,2026-04-19T20:52:45.611572,238,242,1
212,2026-04-19T20:52:45.611572,193,193,0
225,2026-04-19T20:52:45.611572,188,361,1
226,2026-04-19T20:52:45.611572,328,415,1
251,2026-04-19T20:52:45.611572,0,0,1
261,2026-04-19T20:52:45.611572,962,962,1
262,2026-04-19T20:52:45.611572,201,204,1
264,2026-04-19T20:52:45.611572,140,149,1
265,2026-04-19T20:52:45.611572,575,600,1
267,2026-04-19T20:52:45.611572,0,0,1
274,2026-04-19T20:52:45.611572,0,0,1
277,2026-04-19T20:52:45.611572,207,218,1
231,2026-04-19T20:52:45.611572,431,550,1
233,2026-04-19T20:52:45.611572,236,415,1
235,2026-04-19T20:52:45.611572,250,279,1
239,2026-04-19T20:52:45.611572,387,566,1
242,2026-04-19T20:52:45.611572,0,0,1
743,2026-04-19T20:52:45.611572,142,274,1
2003,2026-04-19T20:52:45.611572,0,0,1
2143,2026-04-19T20:52:45.611572,0,0,0
2113,2026-04-19T20:52:45.611572,0,0,1
245,2026-04-19T20:52:45.611572,397,540,1
247,2026-04-19T20:52:45.611572,0,323,1
503,2026-04-19T20:52:45.611572,0,600,1
603,2026-04-19T20:52:45.611572,0,0,1
623,2026-04-19T20:52:45.611572,620,620,1
215,2026-04-19T20:52:45.611572,272,634,1
216,2026-04-19T20:52:45.611572,234,466,1
217,2026-04-19T20:52:45.611572,613,950,1
219,2026-04-19T20:52:45.611572,70,70,0
221,2026-04-19T20:52:45.611572,218,399,1
227,2026-04-19T20:52:45.611572,1025,1300,1
228,2026-04-19T20:52:45.611572,83,400,1
250,2026-04-19T20:52:45.611572,0,0,1
257,2026-04-19T20:52:45.611572,59,137,1
258,2026-04-19T20:52:45.611572,29,80,1
260,2026-04-19T20:52:45.611572,52,52,1
268,2026-04-19T20:52:45.611572,0,0,1
269,2026-04-19T20:52:45.611572,392,393,0
271,2026-04-19T20:52:45.611572,0,0,1
275,2026-04-19T20:52:45.611572,332,400,1
276,2026-04-19T20:52:45.611572,168,168,0
279,2026-04-19T20:52:45.611572,590,590,1
321,2026-04-19T20:52:45.611572,143,146,1
331,2026-04-19T20:52:45.611572,174,225,1
333,2026-04-19T20:52:45.611572,0,0,1
451,2026-04-19T20:52:45.611572,397,399,1
450,2026-04-19T20:52:45.611572,0,0,1
234,2026-04-19T20:52:45.611572,61,120,1
237,2026-04-19T20:52:45.611572,0,160,1
238,2026-04-19T20:52:45.611572,29,92,1
240,2026-04-19T20:52:45.611572,231,234,1
241,2026-04-19T20:52:45.611572,0,0,1
723,2026-04-19T20:52:45.611572,75,105,1
663,2026-04-19T20:52:45.611572,234,250,1
1613,2026-04-19T20:52:45.611572,0,0,1
1575,2026-04-19T20:52:45.611572,0,103,1
1583,2026-04-19T20:52:45.611572,342,639,1
2053,2026-04-19T20:52:45.611572,0,0,1
1773,2026-04-19T20:52:45.611572,288,400,1
1856,2026-04-19T20:52:45.611572,0,0,1
1753,2026-04-19T20:52:45.611572,115,396,1
246,2026-04-19T20:52:50.328269,327,379,1
464,2026-04-19T20:52:50.328269,0,0,1
593,2026-04-19T20:52:50.328269,267,341,1
624,2026-04-19T20:52:50.328269,238,250,1
643,2026-04-19T20:52:50.328269,867,930,1
213,2026-04-19T20:52:50.328269,151,400,1
214,2026-04-19T20:52:50.328269,201,206,1
220,2026-04-19T20:52:50.328269,1014,1230,1
222,2026-04-19T20:52:50.328269,191,438,1
223,2026-04-19T20:52:50.328269,0,270,1
224,2026-04-19T20:52:50.328269,225,338,1
252,2026-04-19T20:52:50.328269,0,0,1
253,2026-04-19T20:52:50.328269,0,767,1
254,2026-04-19T20:52:50.328269,0,0,1
256,2026-04-19T20:52:50.328269,352,366,1
259,2026-04-19T20:52:50.328269,57,57,1
263,2026-04-19T20:52:50.328269,148,151,1
270,2026-04-19T20:52:50.328269,382,396,1
272,2026-04-19T20:52:50.328269,0,0,1
278,2026-04-19T20:52:50.328269,148,148,1
280,2026-04-19T20:52:50.328269,0,0,1
273,2026-04-19T20:52:50.328269,216,220,1
229,2026-04-19T20:52:50.328269,307,842,1
230,2026-04-19T20:52:50.328269,314,410,1
232,2026-04-19T20:52:50.328269,0,0,1
243,2026-04-19T20:52:50.328269,0,0,1
218,2026-04-19T20:52:50.328269,171,399,1
773,2026-04-19T20:52:50.328269,177,300,1
783,2026-04-19T20:52:50.328269,46,46,1
266,2026-04-19T20:52:50.328269,200,285,1
1983,2026-04-19T20:52:50.328269,102,103,1
1663,2026-04-19T20:52:50.328269,0,0,1
2123,2026-04-19T20:52:50.328269,0,0,1
244,2026-04-19T20:52:50.328269,204,211,1
248,2026-04-19T20:52:50.328269,0,0,1
255,2026-04-19T20:52:50.328269,193,200,1
211,2026-04-19T20:52:50.328269,238,242,1
212,2026-04-19T20:52:50.328269,193,193,0
225,2026-04-19T20:52:50.328269,188,361,1
226,2026-04-19T20:52:50.328269,328,415,1
251,2026-04-19T20:52:50.328269,0,0,1
261,2026-04-19T20:52:50.328269,962,962,1
262,2026-04-19T20:52:50.328269,201,204,1
264,2026-04-19T20:52:50.328269,140,149,1
265,2026-04-19T20:52:50.328269,575,600,1
267,2026-04-19T20:52:50.328269,0,0,1
274,2026-04-19T20:52:50.328269,0,0,1
277,2026-04-19T20:52:50.328269,207,218,1
231,2026-04-19T20:52:50.328269,431,550,1
233,2026-04-19T20:52:50.328269,236,415,1
235,2026-04-19T20:52:50.328269,250,279,1
239,2026-04-19T20:52:50.328269,387,566,1
242,2026-04-19T20:52:50.328269,0,0,1
743,2026-04-19T20:52:50.328269,142,274,1
2003,2026-04-19T20:52:50.328269,0,0,1
2143,2026-04-19T20:52:50.328269,0,0,0
2113,2026-04-19T20:52:50.328269,0,0,1
245,2026-04-19T20:52:50.328269,397,540,1
247,2026-04-19T20:52:50.328269,0,323,1
503,2026-04-19T20:52:50.328269,0,600,1
603,2026-04-19T20:52:50.328269,0,0,1
623,2026-04-19T20:52:50.328269,620,620,1
215,2026-04-19T20:52:50.328269,272,634,1
216,2026-04-19T20:52:50.328269,234,466,1
217,2026-04-19T20:52:50.328269,613,950,1
219,2026-04-19T20:52:50.328269,70,70,0
221,2026-04-19T20:52:50.328269,218,399,1
227,2026-04-19T20:52:50.328269,1025,1300,1
228,2026-04-19T20:52:50.328269,83,400,1
250,2026-04-19T20:52:50.328269,0,0,1
257,2026-04-19T20:52:50.328269,59,137,1
258,2026-04-19T20:52:50.328269,29,80,1
260,2026-04-19T20:52:50.328269,52,52,1
268,2026-04-19T20:52:50.328269,0,0,1
269,2026-04-19T20:52:50.328269,392,393,0
271,2026-04-19T20:52:50.328269,0,0,1
275,2026-04-19T20:52:50.328269,332,400,1
276,2026-04-19T20:52:50.328269,168,168,0
279,2026-04-19T20:52:50.328269,590,590,1
321,2026-04-19T20:52:50.328269,143,146,1
331,2026-04-19T20:52:50.328269,174,225,1
333,2026-04-19T20:52:50.328269,0,0,1
451,2026-04-19T20:52:50.328269,397,399,1
450,2026-04-19T20:52:50.328269,0,0,1
234,2026-04-19T20:52:50.328269,61,120,1
237,2026-04-19T20:52:50.328269,0,160,1
238,2026-04-19T20:52:50.328269,29,92,1
240,2026-04-19T20:52:50.328269,231,234,1
241,2026-04-19T20:52:50.328269,0,0,1
723,2026-04-19T20:52:50.328269,75,105,1
663,2026-04-19T20:52:50.328269,234,250,1
1613,2026-04-19T20:52:50.328269,0,0,1
1575,2026-04-19T20:52:50.328269,0,103,1
1583,2026-04-19T20:52:50.328269,342,639,1
2053,2026-04-19T20:52:50.328269,0,0,1
1773,2026-04-19T20:52:50.328269,288,400,1
1856,2026-04-19T20:52:50.328269,0,0,1
1753,2026-04-19T20:52:50.328269,115,396,1
246,2026-04-19T20:52:55.014107,327,379,1
464,2026-04-19T20:52:55.014107,0,0,1
593,2026-04-19T20:52:55.014107,267,341,1
624,2026-04-19T20:52:55.014107,238,250,1
643,2026-04-19T20:52:55.014107,867,930,1
213,2026-04-19T20:52:55.014107,151,400,1
214,2026-04-19T20:52:55.014107,201,206,1
220,2026-04-19T20:52:55.014107,1014,1230,1
222,2026-04-19T20:52:55.014107,191,438,1
223,2026-04-19T20:52:55.014107,0,270,1
224,2026-04-19T20:52:55.014107,225,338,1
252,2026-04-19T20:52:55.014107,0,0,1
253,2026-04-19T20:52:55.014107,0,767,1
254,2026-04-19T20:52:55.014107,0,0,1
256,2026-04-19T20:52:55.014107,352,366,1
259,2026-04-19T20:52:55.014107,57,57,1
263,2026-04-19T20:52:55.014107,148,151,1
270,2026-04-19T20:52:55.014107,382,396,1
272,2026-04-19T20:52:55.014107,0,0,1
278,2026-04-19T20:52:55.014107,148,148,1
280,2026-04-19T20:52:55.014107,0,0,1
273,2026-04-19T20:52:55.014107,216,220,1
229,2026-04-19T20:52:55.014107,307,842,1
230,2026-04-19T20:52:55.014107,314,410,1
232,2026-04-19T20:52:55.014107,0,0,1
243,2026-04-19T20:52:55.014107,0,0,1
218,2026-04-19T20:52:55.014107,171,399,1
773,2026-04-19T20:52:55.014107,177,300,1
783,2026-04-19T20:52:55.014107,46,46,1
266,2026-04-19T20:52:55.014107,200,285,1
1983,2026-04-19T20:52:55.014107,102,103,1
1663,2026-04-19T20:52:55.014107,0,0,1
2123,2026-04-19T20:52:55.014107,0,0,1
244,2026-04-19T20:52:55.014107,204,211,1
248,2026-04-19T20:52:55.014107,0,0,1
255,2026-04-19T20:52:55.014107,193,200,1
211,2026-04-19T20:52:55.014107,238,242,1
212,2026-04-19T20:52:55.014107,193,193,0
225,2026-04-19T20:52:55.014107,188,361,1
226,2026-04-19T20:52:55.014107,328,415,1
251,2026-04-19T20:52:55.014107,0,0,1
261,2026-04-19T20:52:55.014107,962,962,1
262,2026-04-19T20:52:55.014107,201,204,1
264,2026-04-19T20:52:55.014107,140,149,1
265,2026-04-19T20:52:55.014107,575,600,1
267,2026-04-19T20:52:55.014107,0,0,1
274,2026-04-19T20:52:55.014107,0,0,1
277,2026-04-19T20:52:55.014107,207,218,1
231,2026-04-19T20:52:55.014107,431,550,1
233,2026-04-19T20:52:55.014107,236,415,1
235,2026-04-19T20:52:55.014107,250,279,1
239,2026-04-19T20:52:55.014107,387,566,1
242,2026-04-19T20:52:55.014107,0,0,1
743,2026-04-19T20:52:55.014107,142,274,1
2003,2026-04-19T20:52:55.014107,0,0,1
2143,2026-04-19T20:52:55.014107,0,0,0
2113,2026-04-19T20:52:55.014107,0,0,1
245,2026-04-19T20:52:55.014107,397,540,1
247,2026-04-19T20:52:55.014107,0,323,1
503,2026-04-19T20:52:55.014107,0,600,1
603,2026-04-19T20:52:55.014107,0,0,1
623,2026-04-19T20:52:55.014107,620,620,1
215,2026-04-19T20:52:55.014107,272,634,1
216,2026-04-19T20:52:55.014107,234,466,1
217,2026-04-19T20:52:55.014107,613,950,1
219,2026-04-19T20:52:55.014107,70,70,0
221,2026-04-19T20:52:55.014107,218,399,1
227,2026-04-19T20:52:55.014107,1025,1300,1
228,2026-04-19T20:52:55.014107,83,400,1
250,2026-04-19T20:52:55.014107,0,0,1
257,2026-04-19T20:52:55.014107,59,137,1
258,2026-04-19T20:52:55.014107,29,80,1
260,2026-04-19T20:52:55.014107,52,52,1
268,2026-04-19T20:52:55.014107,0,0,1
269,2026-04-19T20:52:55.014107,392,393,0
271,2026-04-19T20:52:55.014107,0,0,1
275,2026-04-19T20:52:55.014107,332,400,1
276,2026-04-19T20:52:55.014107,168,168,0
279,2026-04-19T20:52:55.014107,590,590,1
321,2026-04-19T20:52:55.014107,143,146,1
331,2026-04-19T20:52:55.014107,174,225,1
333,2026-04-19T20:52:55.014107,0,0,1
451,2026-04-19T20:52:55.014107,397,399,1
450,2026-04-19T20:52:55.014107,0,0,1
234,2026-04-19T20:52:55.014107,61,120,1
237,2026-04-19T20:52:55.014107,0,160,1
238,2026-04-19T20:52:55.014107,29,92,1
240,2026-04-19T20:52:55.014107,231,234,1
241,2026-04-19T20:52:55.014107,0,0,1
723,2026-04-19T20:52:55.014107,75,105,1
663,2026-04-19T20:52:55.014107,234,250,1
1613,2026-04-19T20:52:55.014107,0,0,1
1575,2026-04-19T20:52:55.014107,0,103,1
1583,2026-04-19T20:52:55.014107,342,639,1
2053,2026-04-19T20:52:55.014107,0,0,1
1773,2026-04-19T20:52:55.014107,288,400,1
1856,2026-04-19T20:52:55.014107,0,0,1
1753,2026-04-19T20:52:55.014107,115,396,1
246,2026-04-19T20:52:59.925333,327,379,1
464,2026-04-19T20:52:59.925333,0,0,1
593,2026-04-19T20:52:59.925333,267,341,1
624,2026-04-19T20:52:59.925333,238,250,1
643,2026-04-19T20:52:59.925333,867,930,1
213,2026-04-19T20:52:59.925333,151,400,1
214,2026-04-19T20:52:59.925333,201,206,1
220,2026-04-19T20:52:59.925333,1014,1230,1
222,2026-04-19T20:52:59.925333,191,438,1
223,2026-04-19T20:52:59.925333,0,270,1
224,2026-04-19T20:52:59.925333,225,338,1
252,2026-04-19T20:52:59.925333,0,0,1
253,2026-04-19T20:52:59.925333,0,767,1
254,2026-04-19T20:52:59.925333,0,0,1
256,2026-04-19T20:52:59.925333,352,366,1
259,2026-04-19T20:52:59.925333,57,57,1
263,2026-04-19T20:52:59.925333,148,151,1
270,2026-04-19T20:52:59.925333,382,396,1
272,2026-04-19T20:52:59.925333,0,0,1
278,2026-04-19T20:52:59.925333,148,148,1
280,2026-04-19T20:52:59.925333,0,0,1
273,2026-04-19T20:52:59.925333,216,220,1
229,2026-04-19T20:52:59.925333,307,842,1
230,2026-04-19T20:52:59.925333,314,410,1
232,2026-04-19T20:52:59.925333,0,0,1
243,2026-04-19T20:52:59.925333,0,0,1
218,2026-04-19T20:52:59.925333,171,399,1
773,2026-04-19T20:52:59.925333,177,300,1
783,2026-04-19T20:52:59.925333,46,46,1
266,2026-04-19T20:52:59.925333,200,285,1
1983,2026-04-19T20:52:59.925333,102,103,1
1663,2026-04-19T20:52:59.925333,0,0,1
2123,2026-04-19T20:52:59.925333,0,0,1
244,2026-04-19T20:52:59.925333,204,211,1
248,2026-04-19T20:52:59.925333,0,0,1
255,2026-04-19T20:52:59.925333,193,200,1
211,2026-04-19T20:52:59.925333,238,242,1
212,2026-04-19T20:52:59.925333,193,193,0
225,2026-04-19T20:52:59.925333,188,361,1
226,2026-04-19T20:52:59.925333,328,415,1
251,2026-04-19T20:52:59.925333,0,0,1
261,2026-04-19T20:52:59.925333,962,962,1
262,2026-04-19T20:52:59.925333,201,204,1
264,2026-04-19T20:52:59.925333,140,149,1
265,2026-04-19T20:52:59.925333,575,600,1
267,2026-04-19T20:52:59.925333,0,0,1
274,2026-04-19T20:52:59.925333,0,0,1
277,2026-04-19T20:52:59.925333,207,218,1
231,2026-04-19T20:52:59.925333,431,550,1
233,2026-04-19T20:52:59.925333,236,415,1
235,2026-04-19T20:52:59.925333,250,279,1
239,2026-04-19T20:52:59.925333,387,566,1
242,2026-04-19T20:52:59.925333,0,0,1
743,2026-04-19T20:52:59.925333,142,274,1
2003,2026-04-19T20:52:59.925333,0,0,1
2143,2026-04-19T20:52:59.925333,0,0,0
2113,2026-04-19T20:52:59.925333,0,0,1
245,2026-04-19T20:52:59.925333,397,540,1
247,2026-04-19T20:52:59.925333,0,323,1
503,2026-04-19T20:52:59.925333,0,600,1
603,2026-04-19T20:52:59.925333,0,0,1
623,2026-04-19T20:52:59.925333,620,620,1
215,2026-04-19T20:52:59.925333,272,634,1
216,2026-04-19T20:52:59.925333,234,466,1
217,2026-04-19T20:52:59.925333,613,950,1
219,2026-04-19T20:52:59.925333,70,70,0
221,2026-04-19T20:52:59.925333,218,399,1
227,2026-04-19T20:52:59.925333,1025,1300,1
228,2026-04-19T20:52:59.925333,83,400,1
250,2026-04-19T20:52:59.925333,0,0,1
257,2026-04-19T20:52:59.925333,59,137,1
258,2026-04-19T20:52:59.925333,29,80,1
260,2026-04-19T20:52:59.925333,52,52,1
268,2026-04-19T20:52:59.925333,0,0,1
269,2026-04-19T20:52:59.925333,392,393,0
271,2026-04-19T20:52:59.925333,0,0,1
275,2026-04-19T20:52:59.925333,332,400,1
276,2026-04-19T20:52:59.925333,168,168,0
279,2026-04-19T20:52:59.925333,590,590,1
321,2026-04-19T20:52:59.925333,143,146,1
331,2026-04-19T20:52:59.925333,174,225,1
333,2026-04-19T20:52:59.925333,0,0,1
451,2026-04-19T20:52:59.925333,397,399,1
450,2026-04-19T20:52:59.925333,0,0,1
234,2026-04-19T20:52:59.925333,61,120,1
237,2026-04-19T20:52:59.925333,0,160,1
238,2026-04-19T20:52:59.925333,29,92,1
