episode,expected_action,optimal_action,car_time,train_time,time_difference,car_faster,traffic,dist_to_station,dist_to_dest,reward_received
45,0,Car,31.555950556346968,60.13411295049009,28.578162394143124,1,0.5143038922707853,1.1686999281805237,12.680681925538169,0.47524044160545337
46,0,Car,12.393507724300132,24.150900367059748,11.757392642759616,1,0.3859333662250384,1.4705146198668682,2.4180428338045172,0.4868304064885271
47,0,Car,36.905147980744694,79.5599204542515,42.6547724735068,1,0.27489689192478317,1.8381452612831888,21.11159407378895,0.5361339255993114
48,0,Car,31.481367289741538,75.43689383526277,43.955526545521224,1,0.5214323749377308,1.8011052499584872,14.064408452109932,0.5826794332427078
49,0,Car,30.35042714548559,95.83049845265339,65.4800713071678,1,0.595107141170616,1.6721690862432832,10.43568182059177,0.6832905219575718
50,0,Car,35.88016602439996,91.81929407392222,55.93912804952226,1,0.7498762272226667,1.7920400296355519,8.60103935082298,0.6092306482392097
51,0,Car,23.70705130794509,49.05614508671697,25.349093778771877,1,0.24800463619703508,1.5780934539901188,10.808344261401452,0.5167363585940572
52,0,Car,73.08824547392842,78.43791248642216,5.3496670124937395,1,0.777302102055193,1.9900746803679537,17.878675799036724,0.0682025673926468
53,0,Car,44.92928605963368,64.62964819743772,19.700362137804035,1,0.6548195877293219,1.606372409403502,8.964195268984563,0.3048192692867709
54,0,Car,12.447867813639338,150.29599372430727,137.84812591066793,1,0.280386835665533,1.8388252237770217,5.314540944013616,0.9171776472201059
55,1,Train,39.96226522727684,37.53491366990721,2.427351557369626,0,0.6809861222661848,1.6595172445323696,8.043768717063346,-0.06074109021509624
56,0,Car,38.587683290919486,64.22515079880776,25.637467507888275,1,0.5728829053298317,1.558454810659663,9.806667581295727,0.3991811181292578
57,0,Car,38.92357554491276,116.79874340558968,77.87516786067692,1,0.5742606664012486,1.8640908874733266,9.205850469358063,0.6667466240647074
58,0,Car,71.7976085031027,123.8589568281176,52.061348325014905,1,0.642889228363138,1.026407485575425,24.836486067414693,0.42032768285996336
59,0,Car,44.17990450045606,137.24831203957987,93.06840753912381,1,0.7273104251558169,1.7350582834372115,14.22014639120733,0.6781023836000591
60,0,Car,35.49655221024651,44.665286265606085,9.168734055359572,1,0.7149772634955266,1.9487204053094747,9.481268188705249,0.20527650938666064
61,0,Car,27.395321635548434,56.299799936040934,28.9044783004925,1,0.426997087314955,1.3080013915433037,11.763016606618153,0.5134028599271981
62,0,Car,36.073635549016316,49.166578615414195,13.09294306639788,1,0.40621137052735967,1.8343922470182399,17.019985263962074,0.2662976240183838
63,0,Car,38.52829450252625,82.83585320762212,44.30755870509587,1,0.21295994889210035,1.7766907274245345,22.257031210649036,0.534883833381207
64,0,Car,9.442325352510139,26.26131571578799,16.81899036327785,1,0.3847892394082565,1.028487826272171,3.7828583384762275,0.6404473616364345
65,0,Car,26.839679661694998,39.59328420746177,12.753604545766773,1,0.49822332999760743,1.718843106663476,9.994231388897818,0.3221153486268063
66,0,Car,42.89186031723107,49.45850673841566,6.566646421184586,1,0.6954673025584576,1.7273338854286906,12.632577366706144,0.13277081849468997
67,0,Car,14.907014209083446,586.7669392767773,571.8599250676939,1,0.36541189167412913,1.9797717833482573,5.225870545283326,0.9745946589501837
68,0,Car,12.64485064634343,31.261803243583966,18.616952597240534,1,0.2278223277205996,1.812327747843197,3.9739028076347753,0.5955175538717971
69,1,Train,52.096266632679814,42.29205711858304,9.804209514096776,0,0.6621147256876944,1.8562259675835928,16.555796710009105,-0.1881940904369264
70,0,Car,8.29534001228691,36.37999441938007,28.084654407093158,1,0.3246708406610744,1.886637787548099,3.8945341416564165,0.7719807233431603
71,0,Car,6.572941605821602,24.47239025980261,17.899448653981008,1,0.2148137153731049,1.7216014307462093,2.5012120320345166,0.7314139920113133
72,0,Car,36.89174633753005,59.72720925418089,22.83546291665084,1,0.5863134594934638,1.8848680632897616,13.294357986705345,0.38232931358754824
73,0,Car,19.817977386149877,115.34548287514771,95.52750548899783,1,0.5825756083845414,1.9743874335381641,6.608108163637961,0.8281859255155986
74,0,Car,13.115448042880484,74.41181275034519,61.296364707464704,1,0.38835646612663854,0.0,6.457231881589163,0.8237450808128627
75,0,Car,32.515879291480566,50.525132235416585,18.00925294393602,1,0.7063294031961865,0.27370593546412425,10.709989478376416,0.35644148064816106
76,0,Car,17.018499967151858,42.965819944880494,25.947319977728636,1,0.34455933074348255,1.537987887162322,8.330119741471362,0.6039060818812638
77,0,Car,11.954507362577305,18.415058235514515,6.46055087293721,1,0.2599709974624672,0.8795956649749781,6.4263229258802586,0.35082978236135365
78,0,Car,45.953121517410224,85.70704655070845,39.75392503329823,1,0.6203292280365049,1.6983023682190286,15.62269488765307,0.46383496612239317
79,0,Car,12.377950345499066,119.63779377004104,107.25984342454197,1,0.38615698063548115,1.887207961270962,4.97665568090433,0.8965381259931033
80,0,Car,6.563991167489453,10.236931657242353,3.6729404897529,1,0.2527132375768058,1.7489163167690744,3.0004457101396187,0.358793104489898
81,0,Car,52.767154436162656,116.36647725920683,63.599322823044176,1,0.39729077243620003,1.9960101816241327,25.397943518715753,0.5465433372308454
82,0,Car,31.213433163396893,150.1179689457385,118.90453578234161,1,0.41336497291738344,1.5896389458347673,8.502198149977563,0.7920739710069
83,0,Car,21.98090883752249,32.99818755567741,11.01727871815492,1,0.29354298289471265,1.5301568631577043,6.313447486896729,0.3338752681360335
84,0,Car,41.00108754710878,44.4057182878366,3.404630740727818,1,0.7197563454866687,1.7314200671378064,11.65253532695515,0.07667099806063486
85,0,Car,13.234231330424892,29.32080904380186,16.08657771337697,1,0.3150354228315624,1.0196622818877081,6.077502665399053,0.5486403082993209
86,0,Car,43.56752944356298,93.60976995005655,50.04224050649356,1,0.6630168883427835,1.6867386278092789,14.744931810237162,0.5345835219250353
87,0,Car,21.90074756779661,46.15525546987489,24.254507902078277,1,0.37263453836369764,1.6166972301821854,8.18548076010579,0.525498291693109
88,0,Car,20.67331704063806,77.95867595446292,57.28535891382486,1,0.350792414518776,1.8691896580751033,8.084398906080208,0.7348169810796463
89,0,Car,12.138049285923302,14.749281593369819,2.6112323074465174,1,0.529647265055993,1.634804060223971,3.382717395317823,0.17704132170209114
90,0,Car,22.008548738928862,34.13705101157886,12.12850227265,1,0.37672297351418177,1.677681366494058,10.533925976341292,0.3552885182887111
91,0,Car,40.408260546422646,80.85399350020303,40.445732953780386,1,0.5767389481231084,1.9165815974974774,14.340788031537372,0.5002317288592408
92,0,Car,7.930132699883692,36.58520085641575,28.65506815653206,1,0.2937419792343169,1.690004652822878,3.5187005235814572,0.7832420619745476
93,0,Car,44.2320640419006,96.37217969939627,52.14011565749567,1,0.407779332551372,1.6478435503424798,19.8528825537944,0.5410287057959146
94,0,Car,30.5482746641127,113.49478824142606,82.94651357731337,1,0.4362666951465284,1.7373982601953708,8.255170818808027,0.7308398461510812
95,0,Car,22.25360143810934,42.40757191761301,20.153970479503673,1,0.3631091497755879,1.5050631659186255,10.950848901764004,0.4752446218486087
96,0,Car,19.63860988543277,26.07473056970821,6.436120684275437,1,0.36804381261997293,1.5020504588932084,8.082821444862377,0.2468336409869742
97,0,Car,26.949763571556357,39.57922896129621,12.629465389739853,1,0.669010506031843,1.890284341375792,8.953386295630118,0.3190932648559165
98,0,Car,18.79435961019903,37.00939872507654,18.215039114877506,1,0.24467061438227328,1.6491808191763646,10.272636584052092,0.49217333278466646
99,0,Car,21.612336240478733,76.89710154394025,55.28476530346152,1,0.20877223778091925,1.7406021585206126,10.799831150940628,0.718944722147569
100,0,Car,25.46911525306642,45.6996829914583,20.230567738391883,1,0.7334390056633001,0.6916550037755332,8.294953868129713,0.44268507819131186
101,0,Car,42.015028853223086,127.7013366464396,85.68630779321651,1,0.6491722083974367,1.8517761389316243,10.020063809764402,0.670989905379393
102,0,Car,11.852982690268373,51.66227945846889,39.80929676820051,1,0.3921266894831036,1.8007184596554024,5.5156832534520275,0.7705679498753641
103,0,Car,16.740199105816487,585.3409063432362,568.6007072374197,1,0.3106166389899095,1.3909788519865467,8.663209318904364,0.9714009410167547
104,0,Car,18.864313057185512,35.23047444793475,16.36616139074924,1,0.26213224974011595,1.7208269996534877,9.395282880910436,0.4645455858091245
105,0,Car,15.506116870132136,112.08250772033638,96.57639085020425,1,0.4449071386114466,1.5286994059277137,5.300794677628219,0.8616544438065006
106,0,Car,25.141786984039577,55.790941694308884,30.649154710269308,1,0.4086501980377012,1.7740074522764706,12.410927654166313,0.5493571855840491
107,0,Car,10.80010100281794,53.74407145790019,42.94397045508225,1,0.29274367459132955,1.737474814759536,1.9850839031433816,0.7990457233728919
108,0,Car,30.138154147408322,33.194220677476395,3.0560665300680725,1,0.5634257692493959,1.6217036924939565,7.622314850355194,0.09206622320679261
109,0,Car,18.068565372542096,41.925229887422525,23.85666451488043,1,0.2841738461140052,1.3922647689120422,9.295806058815755,0.5690288301087497
110,0,Car,19.37372585928143,22.275669090901374,2.9019432316199456,1,0.28777199928380587,1.6822259985676118,9.062203246023746,0.1302741219479356
111,0,Car,28.35321332288513,40.74262094882945,12.389407625944319,1,0.38751505970358824,1.4376400398023925,9.82154023319078,0.30408960782137096
112,0,Car,23.964707519985698,40.235176709746185,16.270469189760487,1,0.3179976594175713,1.3991551690621857,9.555770705677476,0.40438418618450567
113,0,Car,15.771194882800032,134.058356664057,118.28716178125696,1,0.6423684558326493,1.8202986077768655,4.617458463986635,0.8823557495761208
114,0,Car,17.158205287274416,24.07030908077418,6.912103793499764,1,0.33428665836904353,1.4802978778253921,8.62766051163908,0.28716306759104765
115,0,Car,12.952816416228659,23.19614749452721,10.243331078298551,1,0.36288235463576285,1.4121794728476826,4.801007127924951,0.4415962211274659
116,0,Car,28.991754568893874,58.341125477120784,29.34937090822691,1,0.5619384529626598,1.7528220197510658,8.973949621258674,0.5030648735039683
117,0,Car,32.305221019442584,54.71963654831983,22.41441552887725,1,0.28183521074886386,1.5497686501613686,10.871256745129797,0.40962288755489706
118,0,Car,58.40771749003314,62.43383111889852,4.0261136288653745,1,0.6632972837733719,1.7391748467913162,19.25187441116543,0.06448608962019445
119,0,Car,31.704125559659026,975.4759703645295,943.7718448048705,1,0.3470192366249294,1.68117359533296,9.101817497497542,0.9674988144015363
120,0,Car,31.987090558979922,69.34839587395557,37.361305314975645,1,0.4376196132284717,1.9338661509712967,10.878920755861179,0.5387479384942346
121,0,Car,13.920678325550048,34.94237415913189,21.021695833581838,1,0.7331068693834154,1.879422057122606,2.5697231824320266,0.6016104039710192
122,0,Car,17.50019261776306,44.18556474008595,26.685372122322892,1,0.4754810392062674,0.29459802613751185,6.571018207076518,0.6039386908212001
123,0,Car,25.495756293406185,54.08802622552062,28.592269932114437,1,0.289007836518401,1.6472381153578683,14.60068032233224,0.5286247609202571
124,0,Car,4.326057266252566,30.591009730918664,26.2649524646661,1,0.21878688250366085,0.0,1.8367555096236716,0.858584031573166
125,0,Car,19.323861833129964,39.26621593225143,19.942354099121463,1,0.23680089574886382,0.4098699304992426,10.747180656006,0.5078756285945484
126,0,Car,24.95893222656503,60.95572448372262,35.996792257157594,1,0.3714434255059551,1.9315830850198514,11.111016170362488,0.5905399790100114
127,0,Car,28.513197574049197,64.23087999489431,35.71768242084511,1,0.6804523209708256,1.7828350946277676,8.449976088438788,0.5560827194596165
128,0,Car,20.621274231085447,57.77340952634022,37.152135295254766,1,0.30219547633302496,1.9529083175553503,9.517955111942209,0.6430663448781962
129,0,Car,19.032888351301214,71.99811783421572,52.96522948291451,1,0.30490138081064205,0.7780742538737613,9.502797734545085,0.735647417962693
130,0,Car,47.075817596219565,125.43580942654452,78.35999183032496,1,0.35090067127375846,0.1856144475158389,24.245091600372632,0.6247019267349866
131,0,Car,27.084804788697664,66.43069461203623,39.34588982333857,1,0.28080865065144855,1.4167483013028965,9.703882337475802,0.5922847872225875
132,0,Car,31.36791962847176,63.30551474166219,31.937595113190433,1,0.3566934361000471,1.8959705814667296,14.576170141551954,0.5044994143641625
133,0,Car,25.154684537564915,51.20985453500772,26.055169997442807,1,0.4286578571817768,1.4963522861813217,9.494860508533327,0.5087921110893052
134,0,Car,27.112468437305576,54.387370258269016,27.27490182096344,1,0.43046089933196097,0.9924365995546404,10.120012348883263,0.5014933005851038
135,0,Car,16.40867609143366,89.44272585759707,73.0340497661634,1,0.27829390920063557,0.43393493946709016,9.18008075883519,0.8165454380543128
136,0,Car,39.40365560479047,59.94135765358406,20.53770204879359,1,0.5367264834031522,1.858059644537536,15.821166413854233,0.3426299111789568
137,0,Car,84.57711041194257,93.55407206981266,8.976961657870092,1,0.7177069389019579,1.871271918535943,25.915253598286455,0.09595479340729533
138,0,Car,24.928796813403338,92.11965878394093,67.1908619705376,1,0.32072951922233683,0.7975933461482245,12.0302160439935,0.7293867873319877
139,0,Car,51.08932592521116,144.82206523146613,93.73273930625496,1,0.7077274900718806,1.8296589205750466,9.240648715074462,0.6472269205417271
140,0,Car,38.31159852823234,50.15906703530283,11.847468507070495,1,0.5982383153081113,1.9144033122594823,13.91354033063395,0.23619794400745212
141,0,Car,9.489703282138947,86.6541537088635,77.16445042672456,1,0.2884245714853114,1.6374807143235413,5.411356543962207,0.8904876122381623
142,0,Car,5.995201068519243,18.642824626468755,12.647623557949512,1,0.16827756469196054,1.3035897097946405,2.7818909157713914,0.6784177725940005
143,0,Car,8.058113165379872,28.03049889605958,19.972385730679708,1,0.2846669449344599,1.625224519825227,2.782843767588503,0.7125233769380875
144,0,Car,33.848152128993874,88.35156706333714,54.50341493434327,1,0.39261474631162896,1.9415143087441926,15.459890902178103,0.6168924530254349
145,0,Car,13.412258068988244,51.87346008480688,38.461202015818635,1,0.23691264885384095,0.6532824325692272,8.266449184075528,0.7414427715625522
146,0,Car,55.63117509287378,102.99856995737716,47.367394864503375,1,0.5353319396251103,1.7245697585004414,21.411298513999682,0.45988400503137994
147,0,Car,35.518694932711774,61.91289328652127,26.394198353809493,1,0.6140193694392767,1.2298939129595179,14.006824318149304,0.42631182218640773
148,0,Car,8.201035915587225,42.535411227144444,34.33437531155722,1,0.46803390864179506,0.5688472724278633,2.554155858283852,0.8071950951222109
149,0,Car,8.62995259274171,33.475535224517806,24.845582631776097,1,0.5449884794132961,1.644525278435456,2.252230544587122,0.742201206497184
150,0,Car,35.084372590221435,86.43035126801173,51.3459786777903,1,0.45666477850147785,1.5052044093372743,13.495245942951447,0.5940734698459299
151,1,Train,13.654700453011294,12.371304458433919,1.2833959945773756,0,0.2755494036073385,1.3656868835009108,3.8130843880850587,-0.09398931884253427
152,0,Car,10.650459690355687,15.430408225142394,4.779948534786707,1,0.24987373224410842,0.9953451548294056,5.816870173221053,0.3097745999356149
153,0,Car,34.10693753754144,70.1918789386796,36.08494140113815,1,0.2992051810777263,1.9392645747703006,17.55356846977115,0.5140899766006031
154,0,Car,9.231151731739308,42.54900102708846,33.31784929534915,1,0.34287613904032,1.5298837593602133,4.317608205408709,0.7830465696277481
155,0,Car,43.31740015224106,109.2433265788809,65.92592642663983,1,0.27884701408324075,1.744638084499444,23.48436321481292,0.6034778369645944
156,0,Car,38.23993266842903,84.73564574994782,46.495713081518794,1,0.26051007782659796,1.577252155653196,21.15580761170551,0.5487149200317203
157,0,Car,36.76695275402661,52.91815383058945,16.15120107656284,1,0.5448859217830943,1.8300097914215834,4.722547539134369,0.3052109702894927
158,0,Car,10.25681438266642,114.28320100559742,104.026386622931,1,0.6608561123800805,1.8239426330135484,2.1015726146704665,0.9102509004611793
159,0,Car,16.415308255698083,29.274492285535125,12.859184029837042,1,0.2180568444933162,1.3542064816443862,8.643243537972989,0.4392624098963765
160,0,Car,18.214577748165574,63.421129723351484,45.20655197518591,1,0.4409239838686796,1.811375989245787,8.574864351738547,0.7127995381410083
161,0,Car,14.447912359126688,29.653223643385616,15.205311284258928,1,0.38880322701846076,1.9206817260861493,5.261187863667446,0.512770937390161
162,0,Car,16.544255445607142,53.11074734999722,36.56649190439008,1,0.6538478774444451,1.8776637548888908,4.168840340545997,0.6884951488898977
163,0,Car,12.868608161160559,41.69186344307711,28.823255281916552,1,0.39722397616229055,1.2449026507748602,6.118717049213208,0.6913400577853668
164,0,Car,43.97282943536337,58.63877762686852,14.665948191505144,1,0.5624692136438562,1.106573142429237,16.466329832374477,0.25010664930343207
165,0,Car,38.40181677449232,58.876495419522485,20.474678645030167,1,0.6100816428996962,1.6493227619331308,10.631711490734732,0.34775640939798697
166,0,Car,42.517354903474704,86.60280342935464,44.08544852587993,1,0.3712369376029428,1.6527259584019616,21.567858647754203,0.5090533652509551
167,0,Car,5.544130747151705,67.83229932045685,62.28816857330515,1,0.34692064845832915,0.7555780989722196,1.8755466616110656,0.9182670969037945
168,0,Car,25.409454647047014,135.89231872755664,110.48286408050963,1,0.2027307110822793,1.4916774740548524,8.077491965167633,0.8130177269401879
169,0,Car,24.80240300056177,70.68854983572403,45.886146835162265,1,0.3001936848834194,1.6571015798445592,12.169584719541746,0.6491312516920906
170,0,Car,14.180236764542872,32.6135175835729,18.433280819030028,1,0.21638048127312137,1.5276022084874776,3.9704661475392258,0.5652037003305245
171,0,Car,30.70153025721505,117.4600081830291,86.75847792581405,1,0.3362394393710334,0.10004729291402237,7.039605873175149,0.7386214190503446
172,0,Car,51.30251005544023,59.19766627642352,7.895156220983289,1,0.7858237935285044,1.85111439137134,14.636636651141151,0.1333693829097393
173,0,Car,61.84653326056067,119.12920831451963,57.28267505395896,1,0.644152662653863,1.8936798755128768,21.898903060489108,0.4808449234609517
174,0,Car,28.666815691228354,52.79962358133676,24.132807890108406,1,0.5620097218877783,1.6715518480614866,9.232601464553595,0.4570640139684386
175,0,Car,25.851014392762323,38.81819200044639,12.967177607684064,1,0.3574989882617673,1.416684208125515,10.675188723492344,0.33404898423746654
176,0,Car,19.114444852182455,126.83464777967396,107.7202029274915,1,0.7408190598646273,0.8707490399097516,5.060009824140333,0.8492963461735913
177,0,Car,42.21055431242177,126.08466430678152,83.87410999435974,1,0.2954151655586681,1.9549774414897798,21.991020922045298,0.6652205520433664
178,0,Car,8.877768152674543,43.074976325886134,34.19720817321159,1,0.32135832359889815,1.8323575490659323,3.866654398801126,0.7938996394215219
179,0,Car,13.273404366035097,22.828901260503955,9.555496894468858,1,0.41158193534156284,1.7205266235610415,4.666880564198672,0.4185701618062856
180,0,Car,14.402712789874744,23.178734729524272,8.776021939649528,1,0.31334010149227437,1.9257804059690966,5.295625122592359,0.3786238568264442
181,0,Car,43.13030889113442,56.86531346255377,13.735004571419353,1,0.5307778961588582,0.5607235974392386,17.37164924584205,0.24153572248333696
182,0,Car,13.226588542974612,76.38862502773583,63.16203648476122,1,0.39172369820714475,1.352009798804763,6.0613753571382905,0.8268513337139897
183,0,Car,18.036484950846006,33.803403026090336,15.76691807524433,1,0.5119960576422821,1.8457053717615215,7.093906305756668,0.46642990538778056
184,0,Car,10.192947916646178,37.78403012391859,27.591082207272414,1,0.24318949886514657,1.969175996217154,3.9785365911027952,0.7302313203960292
185,0,Car,9.10953294596523,47.82537370973629,38.71584076377106,1,0.27894406854107856,0.009428379027385692,4.177753094412723,0.8095251068762541
186,0,Car,13.326267221353598,39.00627100805974,25.680003786706145,1,0.31521910501396366,1.7600272100279275,6.806056324191972,0.6583557751880452
187,0,Car,19.3156472735114,27.0347582296613,7.719110956149901,1,0.2771340000202916,0.9700576666801944,9.468510871810984,0.28552542954428367
188,0,Car,48.70735933168739,50.062145416177735,1.3547860844903425,1,0.683217323238459,1.9651064107948621,8.82926554028387,0.027062085997867347
189,0,Car,14.147540121115956,29.922289522996405,15.774749401880449,1,0.2757976381753614,1.9527657939178695,6.167157824996225,0.527190587797667
190,0,Car,17.89518035345025,36.82193375022382,18.92675339677357,1,0.6938200228543078,1.7877768799735376,4.936284019894585,0.5140075892037724
191,0,Car,7.610466304364749,116.29742457366868,108.68695826930393,1,0.32888180307958925,0.0,4.20115432167454,0.9345603195232935
192,0,Car,26.673867978396668,62.79777394674591,36.12390596834925,1,0.25670817515261,1.2760504501017402,14.458776027146948,0.575241823045881
193,0,Car,17.900607175434914,53.12127617280329,35.22066899736838,1,0.28189655355481213,1.4696409165891215,8.754195161591408,0.6630237738038463
194,0,Car,22.773079520455966,47.17777486405193,24.404695343595968,1,0.308781708431375,1.433415555816999,9.70459922540298,0.5172922083315893
195,0,Car,36.109027799334974,97.49538784751417,61.38636004817919,1,0.6824306621077887,1.793201414051925,10.492113397495771,0.6296334770644677
196,0,Car,102.86846991788555,146.4684303713988,43.59996045351325,1,0.7591944933145964,1.979708302134783,28.42076774751106,0.2976747982002482
197,0,Car,4.699286606800186,65.89622664477949,61.1969400379793,1,0.3631668806985788,1.219905920465719,1.8042679191158542,0.9286865599735751
198,0,Car,39.454525916563625,83.67666731411644,44.22214139755282,1,0.5751556347095242,1.6441080258920646,10.80196570370089,0.5284883207829723
199,0,Car,8.676852918481368,24.48828997806429,15.811437059582923,1,0.2939776289936414,0.6472797526624274,3.4739731890384284,0.6456733840438115
200,0,Car,16.13284261992733,43.23660355099395,27.103760931066617,1,0.3678629931949273,1.9711763106497573,7.688782550064024,0.6268707230691699
201,0,Car,24.217924037177035,47.13321158087902,22.915287543701986,1,0.7503104526456099,1.78985071587366,5.74473306205069,0.4861813310637684
202,0,Car,40.93597833939512,82.1723719185517,41.236393579156584,1,0.6443799927180065,1.836403656957342,11.075645856330333,0.5018279576988433
203,0,Car,41.87026136641131,69.2086177093407,27.338356342929387,1,0.664918567485893,1.6514377116572623,10.28126083086429,0.3950137605369292
204,0,Car,21.468597103502464,41.41294045028568,19.944343346783217,1,0.1966190132977731,1.674236008865182,12.100887155774503,0.4815968904870563
