feed_id,feed_publisher_name,feed_publisher_url,feed_lang,feed_start_date,feed_end_date,feed_version,conv_rev,plan_rev
0,SNCF,http://www.sncf.com,fr,20260303,20260831,2026-03-03,1.179,1772498223
